id,label,left_id,left_publisher,left_title,left_author,left_year,left_ENTRYTYPE,left_journal,left_number,left_volume,left_pages,left_booktitle,right_id,right_title,right_booktitle,right_author,right_pages,right_year,right_ENTRYTYPE,right_publisher,right_journal,right_number,right_volume
62,0,1575,Springer,"New Horizons in Information Management, 20th British National Conference on Databases, {BNCOD} 20, Coventry, UK, July 15-17, 2003, Proceedings",,2003,proceedings,,,2712,,,2929,Transforming policies into mechanisms with infokernel,ACM SIGOPS Operating Systems Review,"Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H and Burnett, Nathan C and Denehy, Timothy E and Engle, Thomas J and Gunawi, Haryadi S and Nugent, James A and Popovici, Florentina I",90--105,2003,inproceedings,,,5,37
63,1,772,,Scalable sequential pattern mining for biological sequences,Ke Wang and Yabo Xu and Jeffrey Xu Yu,2004,inproceedings,,,,178--187,"Proceedings of the 2004 {ACM} {CIKM} International Conference on Information and Knowledge Management, Washington, DC, USA, November 8-13, 2004",1669,Scalable sequential pattern mining for biological sequences,Proceedings of the thirteenth ACM international conference on Information and knowledge management,"Wang, Ke and Xu, Yabo and Yu, Jeffrey Xu",178--187,2004,inproceedings,,,,
64,1,2194,,Scalable statistical bug isolation,Ben Liblit and Mayur Naik and Alice X. Zheng and Alexander Aiken and Michael I. Jordan,2005,inproceedings,,,,15--26,"Proceedings of the {ACM} {SIGPLAN} 2005 Conference on Programming Language Design and Implementation, Chicago, IL, USA, June 12-15, 2005",2173,Scalable statistical bug isolation,ACM SIGPLAN Notices,"Liblit, Ben and Naik, Mayur and Zheng, Alice X and Aiken, Alex and Jordan, Michael I",15--26,2005,inproceedings,,,6,40
65,0,219,,Relational Approach for Shortest Path Discovery over Large Graphs,Jun Gao and Ruoming Jin and Jiashuai Zhou and Jeffrey Xu Yu and Xiao Jiang and Tengjiao Wang,2012,article,CoRR,,abs/1201.0232,,,1696,Relational approach for shortest path discovery over large graphs,,"Gao, Jun and Jin, Ruoming and Zhou, Jiashuai and Yu, Jeffrey Xu and Jiang, Xiao and Wang, Tengjiao",358--369,2011,article,VLDB Endowment,Proceedings of the VLDB Endowment,4,5
66,0,1722,Springer,"Data Warehousing and Knowledge Discovery, 6th International Conference, DaWaK 2004, Zaragoza, Spain, September 1-3, 2004, Proceedings",,2004,proceedings,,,3181,,,507,An access control system for a web map management service,"Research Issues on Data Engineering: Web Services for e-Commerce and e-Government Applications, 2004. Proceedings. 14th International Workshop on","Bertino, Elisa and Damiani, Maria Luisa and Momini, Davide",33--39,2004,inproceedings,,,,
67,1,647,,Minimal common container of tree patterns,Junhu Wang and Jeffrey Xu Yu and Chaoyi Pang and Chengfei Liu,2009,inproceedings,,,,1409--1412,"Proceedings of the 18th {ACM} Conference on Information and Knowledge Management, {CIKM} 2009, Hong Kong, China, November 2-6, 2009",1969,Minimal common container of tree patterns,Proceedings of the 18th ACM conference on Information and knowledge management,"Wang, Junhu and Yu, Jeffrey Xu and Pang, Chaoyi and Liu, Chengfei",1409--1412,2009,inproceedings,,,,
68,1,2064,,Joint covariate selection and joint subspace selection for multiple classification problems,Guillaume Obozinski and Ben Taskar and Michael I. Jordan,2010,article,Statistics and Computing,2,20,231--252,,2095,Joint covariate selection and joint subspace selection for multiple classification problems,,"Obozinski, Guillaume and Taskar, Ben and Jordan, Michael I",231--252,2010,article,Springer US,Statistics and Computing,2,20
69,1,2188,,Regression on manifolds using kernel dimension reduction,Jens Nilsson and Fei Sha and Michael I. Jordan,2007,inproceedings,,,,697--704,"Machine Learning, Proceedings of the Twenty-Fourth International Conference {(ICML} 2007), Corvallis, Oregon, USA, June 20-24, 2007",2335,Regression on manifolds using kernel dimension reduction,Proceedings of the 24th international conference on Machine learning,"Nilsson, Jens and Sha, Fei and Jordan, Michael I",697--704,2007,inproceedings,,,,
70,0,749,,Detecting Leaders from Correlated Time Series,Di Wu and Yiping Ke and Jeffrey Xu Yu and Philip S. Yu and Lei Chen,2010,inproceedings,,,,352--367,"Database Systems for Advanced Applications, 15th International Conference, {DASFAA} 2010, Tsukuba, Japan, April 1-4, 2010, Proceedings, Part {I}",1783,Detecting leaders from correlated time series,Database Systems for Advanced Applications,"Wu, Di and Ke, Yiping and Yu, Jeffrey Xu and Philip, S Yu and Chen, Lei",352--367,2010,incollection,Springer Berlin Heidelberg,,,
71,1,2125,,Protein Molecular Function Prediction by Bayesian Phylogenomics,Barbara E. Engelhardt and Michael I. Jordan and Kathryn E. Muratore and Steven E. Brenner,2005,article,PLoS Computational Biology,5,1,,,2098,Protein molecular function prediction by Bayesian phylogenomics,,"Engelhardt, Barbara E and Jordan, Michael I and Muratore, Kathryn E and Brenner, Steven E",e45,2005,article,,PLoS Comput Biol,5,1
72,1,261,,Catch the Wind: Graph workload balancing on cloud,Zechao Shang and Jeffrey Xu Yu,2013,inproceedings,,,,553--564,"29th {IEEE} International Conference on Data Engineering, {ICDE} 2013, Brisbane, Australia, April 8-12, 2013",1781,Catch the wind: Graph workload balancing on cloud,"Data Engineering (ICDE), 2013 IEEE 29th International Conference on","Shang, Zechao and Yu, Jeffrey Xu",553--564,2013,inproceedings,,,,
73,1,756,,False Positive or False Negative: Mining Frequent Itemsets from High Speed Transactional Data Streams,Jeffrey Xu Yu and Zhihong Chong and Hongjun Lu and Aoying Zhou,2004,inproceedings,,,,204--215,"(e)Proceedings of the Thirtieth International Conference on Very Large Data Bases, Toronto, Canada, August 31 - September 3 2004",1622,False positive or false negative: mining frequent itemsets from high speed transactional data streams,Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,"Yu, Jeffery Xu and Chong, Zhihong and Lu, Hongjun and Zhou, Aoying",204--215,2004,inproceedings,,,,
74,1,607,,Finding maximal cliques in massive networks,James Cheng and Yiping Ke and Ada Wai{-}Chee Fu and Jeffrey Xu Yu and Linhong Zhu,2011,article,{ACM} Trans. Database Syst.,4,36,21,,1641,Finding maximal cliques in massive networks,,"Cheng, James and Ke, Yiping and Fu, Ada Wai-Chee and Yu, Jeffrey Xu and Zhu, Linhong",21,2011,article,ACM,ACM Transactions on Database Systems (TODS),4,36
75,0,2318,,Nonparametric Link Prediction in Dynamic Networks,Purnamrita Sarkar and Deepayan Chakrabarti and Michael I. Jordan,2012,inproceedings,,,,,"Proceedings of the 29th International Conference on Machine Learning, {ICML} 2012, Edinburgh, Scotland, UK, June 26 - July 1, 2012",2304,Nonparametric link prediction in dynamic networks,,"Sarkar, Purnamrita and Chakrabarti, Deepayan and Jordan, Michael",,2012,article,,arXiv preprint arXiv:1206.6394,,
76,1,2183,,Learning Graphical Models with Mercer Kernels,Francis R. Bach and Michael I. Jordan,2002,inproceedings,,,,1009--1016,"Advances in Neural Information Processing Systems 15 [Neural Information Processing Systems, {NIPS} 2002, December 9-14, 2002, Vancouver, British Columbia, Canada]",2262,Learning graphical models with Mercer kernels,Advances in Neural Information Processing Systems,"Bach, Francis R and Jordan, Michael I",1009--1016,2002,inproceedings,,,,
77,0,766,,MOCgraph: Scalable Distributed Graph Processing Using Message Online Computing,Chang Zhou and Jun Gao and Binbin Sun and Jeffrey Xu Yu,2014,article,PVLDB,4,8,377--388,,2751,Meta-patterns: revealing hidden periodic patterns,"Data Mining, 2001. ICDM 2001, Proceedings IEEE International Conference on","Wang, Wei and Yang, Jiong and Yu, Philip S",550--557,2001,inproceedings,,,,
78,1,747,,A template model for multidimensional inter-transactional association rules,Ling Feng and Jeffrey Xu Yu and Hongjun Lu and Jiawei Han,2002,article,{VLDB} J.,2,11,153--175,,1625,A template model for multidimensional inter-transactional association rules,,"Feng, Ling and Yu, Jeffrey Xu and Lu, Hongjun and Han, Jiawei",153--175,2002,article,Springer-Verlag,The VLDB Journal,2,11
79,0,781,,Top-K structural diversity search in large networks,Xin Huang and Hong Cheng and Rong{-}Hua Li and Lu Qin and Jeffrey Xu Yu,2015,article,{VLDB} J.,3,24,319--343,,1965,Top-k structural diversity search in large networks,,"Huang, Xin and Cheng, Hong and Li, Rong-Hua and Qin, Lu and Yu, Jeffrey Xu",1618--1629,2013,article,VLDB Endowment,Proceedings of the VLDB Endowment,13,6
80,0,1977,,A robust self-learning {PID} control system design for nonlinear systems using a particle swarm optimization algorithm,Chih{-}Min Lin and Ming{-}Chia Li and Ang{-}Bung Ting and Ming{-}Hung Lin,2011,article,Int. J. Machine Learning {\&} Cybernetics,4,2,225--234,,455,Mining roles with semantic meanings,Proceedings of the 13th ACM symposium on Access control models and technologies,"Molloy, Ian and Chen, Hong and Li, Tiancheng and Wang, Qihua and Li, Ninghui and Bertino, Elisa and Calo, Seraphin and Lobo, Jorge",21--30,2008,inproceedings,,,,
81,0,2076,,Streaming Variational Bayes,Tamara Broderick and Nicholas Boyd and Andre Wibisono and Ashia C. Wilson and Michael I. Jordan,2013,article,CoRR,,abs/1307.6769,,,2342,Streaming variational bayes,Advances in Neural Information Processing Systems,"Broderick, Tamara and Boyd, Nicholas and Wibisono, Andre and Wilson, Ashia C and Jordan, Michael I",1727--1735,2013,inproceedings,,,,
82,0,2669,,Minimally-Sized Balanced Decomposition Schemes for Multi-class Classification,Evgueni N. Smirnov and Matthijs Moed and Georgi I. Nalbantov and Ida G. Sprinkhuizen{-}Kuyper,2011,incollection,,,,39--58,Ensembles in Machine Learning Applications,801,Privacy preserving olap over distributed xml data: A theoretically-sound secure-multiparty-computation approach,,"Cuzzocrea, Alfredo and Bertino, Elisa",965--987,2011,article,Academic Press,Journal of Computer and System Sciences,6,77
83,1,707,,Monitoring path nearest neighbor in road networks,Zaiben Chen and Heng Tao Shen and Xiaofang Zhou and Jeffrey Xu Yu,2009,inproceedings,,,,591--602,"Proceedings of the {ACM} {SIGMOD} International Conference on Management of Data, {SIGMOD} 2009, Providence, Rhode Island, USA, June 29 - July 2, 2009",1614,Monitoring path nearest neighbor in road networks,Proceedings of the 2009 ACM SIGMOD International Conference on Management of data,"Chen, Zaiben and Shen, Heng Tao and Zhou, Xiaofang and Yu, Jeffrey Xu",591--602,2009,inproceedings,,,,
84,1,631,,Diversifying Top-K Results,Lu Qin and Jeffrey Xu Yu and Lijun Chang,2012,article,CoRR,,abs/1208.0076,,,1602,Diversifying top-k results,,"Qin, Lu and Yu, Jeffrey Xu and Chang, Lijun",1124--1135,2012,article,VLDB Endowment,Proceedings of the VLDB Endowment,11,5
85,0,2077,,MLbase: {A} Distributed Machine-learning System,Tim Kraska and Ameet Talwalkar and John C. Duchi and Rean Griffith and Michael J. Franklin and Michael I. Jordan,2013,inproceedings,,,,,"{CIDR} 2013, Sixth Biennial Conference on Innovative Data Systems Research, Asilomar, CA, USA, January 6-9, 2013, Online Proceedings",2350,Fast learning by bounding likelihoods in sigmoid type belief networks,,"Jaakkola, Tommi S and Saul, Lawrence K and Jordan, Michael I",,1996,article,,,,
86,0,616,,Finding Hidden Structures in Relational Databases,Jeffrey Xu Yu,2009,inproceedings,,,,2,"Advances in Knowledge Discovery and Data Mining, 13th Pacific-Asia Conference, {PAKDD} 2009, Bangkok, Thailand, April 27-30, 2009, Proceedings",2683,Scoring the data using association rules,,"Liu, Bing and Ma, Yiming and Wong, Ching Kian and Philip, S Yu",119--135,2003,article,Kluwer Academic Publishers,Applied intelligence,2,18
87,0,1308,,Heuristics in Medical Data Mining,Susan E. George,2005,incollection,,,,1322--1326,Encyclopedia of Information Science and Technology {(5} Volumes),1587,Foreign policy by metaphor,,"Chilton, Paul and Lakoff, George",61,1995,article,37J60. London: Routledge,Language and peace,,37
88,1,628,,Improving Update-Intensive Workloads on Flash Disks through Exploiting Multi-Chip Parallelism,Bingsheng He and Jeffrey Xu Yu and Amelie Chi Zhou,2015,article,{IEEE} Trans. Parallel Distrib. Syst.,1,26,152--162,,1914,Improving update-intensive workloads on flash disks through exploiting multi-chip parallelism,,"He, Bingsheng and Yu, Jeffrey Xu and Zhou, Amelie Chi",152--162,2015,article,IEEE,"Parallel and Distributed Systems, IEEE Transactions on",1,26
89,0,397,,Services for data integration,Catharina Riedemann and Christian Timm,2003,article,Data Science Journal,,2,90--99,,2323,1 Kernel-based Integration of Genomic Data using Semidefinite Programming,,"Lanckriet, Gert RG and Cristianini, Nello and Jordan, Michael I and Noble, William Stafford",231,2004,article,MIT Press,Kernel Methods in Computational Biology,,
90,0,2468,,A methodology to identify consensus classes from clustering algorithms applied to immunohistochemical data from breast cancer patients,Daniele Soria and Jonathan M. Garibaldi and Federico Ambrogi and Andrew R. Green and Des Powe and Emad Rakha and R. Douglas Macmillan and Roger W. Blamey and Graham R. Ball and Paulo J. G. Lisboa and Terence A. Etchells and Patrizia Boracchi and Elia Biganzoli and Ian O. Ellis,2010,article,Comp. in Bio. and Med.,3,40,318--330,,2487,Challenges and experience in prototyping a multi-modal stream analytic and monitoring application on System S,Proceedings of the 33rd international conference on Very large data bases,"Wu, Kun-Lung and Hildrum, Kirsten W and Fan, Wei and Yu, Philip S and Aggarwal, Charu C and George, David A and Gedik, Buǧra and Bouillet, Eric and Gu, Xiaohui and Luo, Gang and others",1185--1196,2007,inproceedings,,,,
91,1,283,,Efficiently computing k-edge connected components via graph decomposition,Lijun Chang and Jeffrey Xu Yu and Lu Qin and Xuemin Lin and Chengfei Liu and Weifa Liang,2013,inproceedings,,,,205--216,"Proceedings of the {ACM} {SIGMOD} International Conference on Management of Data, {SIGMOD} 2013, New York, NY, USA, June 22-27, 2013",1839,Efficiently computing k-edge connected components via graph decomposition,Proceedings of the 2013 ACM SIGMOD International Conference on Management of Data,"Chang, Lijun and Yu, Jeffrey Xu and Qin, Lu and Lin, Xuemin and Liu, Chengfei and Liang, Weifa",205--216,2013,inproceedings,,,,
92,0,1783,,Text Databases and Information Retrieval,Ellen Riloff and Lee A. Hollaar,1997,incollection,,,,1125--1141,The Computer Science and Engineering Handbook,775,A policy-based accountability tool for grid computing systems,"Asia-Pacific Services Computing Conference, 2008. APSCC'08. IEEE","Squicciarini, Anna Cinzia and Lee, Wonjun and Bertino, Elisa and Song, Carol X",95--100,2008,inproceedings,,,,
93,0,2330,,"The Missing Piece in Complex Analytics: Low Latency, Scalable Model Management and Serving with Velox",Daniel Crankshaw and Peter Bailis and Joseph E. Gonzalez and Haoyuan Li and Zhao Zhang and Michael J. Franklin and Ali Ghodsi and Michael I. Jordan,2014,article,CoRR,,abs/1409.3809,,,2135,Mixed memory markov models: Decomposing complex stochastic processes as mixtures of simpler ones,,"Saul, Lawrence K and Jordan, Michael I",75--87,1999,article,Kluwer Academic Publishers,Machine learning,1,37
94,0,1867,,Integration of spatial data in vector and raster formats in a geographic information system environment,Joseph M. Piwowar and Ellsworth F. LeDrew and Douglas J. Dudycha,1990,article,International Journal of Geographical Information Science,4,4,429--444,,70,Muppet: MapReduce-style processing of fast data,,"Lam, Wang and Liu, Lu and Prasad, STS and Rajaraman, Anand and Vacheri, Zoheb and Doan, AnHai",1814--1825,2012,article,VLDB Endowment,Proceedings of the VLDB Endowment,12,5
95,0,1902,,Adaptive partitioning schemes for bipartite ranking - How to grow and prune a ranking tree,St{\'{e}}phan Cl{\'{e}}men{\c{c}}on and Marine Depecker and Nicolas Vayatis,2011,article,Machine Learning,1,83,31--69,,2054,Finite Element Analysis and Experimental of Milling Force for Aeronautical Thin-Walled Workpiece,Advanced Materials Research,"Yu, Jin and Shi, Yu Xiang and Yang, Gui Wu",685--689,2011,inproceedings,,,,328
96,0,2398,,Ensemble-Based Data Assimilation for Atmospheric Chemical Transport Models,Adrian Sandu and Emil M. Constantinescu and Wenyuan Liao and Gregory R. Carmichael and Tianfeng Chai and John H. Seinfeld and Dacian N. Daescu,2005,inproceedings,,,,648--655,"Computational Science - {ICCS} 2005, 5th International Conference, Atlanta, GA, USA, May 22-25, 2005, Proceedings, Part {II}",257,A conditional model of deduplication for multi-type relational data,,"Culotta, Aron and McCallum, Andrew",,2005,techreport,,,,
97,0,852,,"Data Fitting in the Chemical Sciences, by the Method of Least Squares : by {PETER} {GANS.} Wiley, New York {(1992).} {ISBN} 0-471-93412-7; 258 Pp. Including Index and Contents",J{\'{a}}n Mikul{\'{a}}s Lis{\'{y}},1993,article,Computers {\&} Chemistry,1,17,109,,1462,"Acharya, A., see Chakrabarti, PP. Adam, A. and J.-P Laurent, LAURA, a system to debug stu-dent programs Adcock, J., see Char\&k, E. Addanki, S., R. Cremonini and JS Penberthy, Graphs of mod",,"Adelson-Velskiy, GM and Arlazarov, VL and Donskoy, MV and Elman, Terence Sejnowski and Hinton, Geoffrey",229--299,1997,article,,Artificial Intelligence,,96
98,0,256,,Finding the influence set through skylines,Xiaobing Wu and Yufei Tao and Raymond Chi{-}Wing Wong and Ling Ding and Jeffrey Xu Yu,2009,inproceedings,,,,1030--1041,"{EDBT} 2009, 12th International Conference on Extending Database Technology, Saint Petersburg, Russia, March 24-26, 2009, Proceedings",1631,On-line exact shortest distance query processing,Proceedings of the 12th International Conference on Extending Database Technology: Advances in Database Technology,"Cheng, Jiefeng and Yu, Jeffrey Xu",481--492,2009,inproceedings,,,,
99,0,628,,Improving Update-Intensive Workloads on Flash Disks through Exploiting Multi-Chip Parallelism,Bingsheng He and Jeffrey Xu Yu and Amelie Chi Zhou,2015,article,{IEEE} Trans. Parallel Distrib. Syst.,1,26,152--162,,2070,Optimal enumeration: Efficient top-k tree matching,,"Chang, Lijun and Lin, Xuemin and Zhang, Wenjie and Yu, Jeffrey Xu and Zhang, Ying and Qin, Lu",533--544,2015,article,VLDB Endowment,Proceedings of the VLDB Endowment,5,8
100,0,1895,,"Fast, parallel, relaxation screening for chemical patent data-base search",Les Kitchen and E. V. Krishnamurthy,1982,article,Journal of Chemical Information and Computer Sciences,1,22,44--48,,1307,Distinguishing text from graphics in on-line handwritten ink,null,"Bishop, Christopher M and Svensen, Markus and Hinton, Geoffrey E",142--147,2004,inproceedings,,,,
101,1,693,,High-Throughput Transaction Executions on Graphics Processors,Bingsheng He and Jeffrey Xu Yu,2011,article,CoRR,,abs/1103.3105,,,1600,High-throughput transaction executions on graphics processors,,"He, Bingsheng and Yu, Jeffrey Xu",314--325,2011,article,VLDB Endowment,Proceedings of the VLDB Endowment,5,4
102,1,2028,,Tree-dependent Component Analysis,Francis R. Bach and Michael I. Jordan,2002,inproceedings,,,,36--44,"{UAI} '02, Proceedings of the 18th Conference in Uncertainty in Artificial Intelligence, University of Alberta, Edmonton, Alberta, Canada, August 1-4, 2002",2310,Tree-dependent component analysis,Proceedings of the Eighteenth conference on Uncertainty in artificial intelligence,"Bach, Francis R and Jordan, Michael I",36--44,2002,inproceedings,,,,
103,0,2210,,A statistical framework for genomic data fusion,Gert R. G. Lanckriet and Tijl De Bie and Nello Cristianini and Michael I. Jordan and William Stafford Noble,2004,article,Bioinformatics,16,20,2626--2635,,450,XML-based specification for Web services document security,,"Bhatti, Rafae and Bertino, Elisa and Ghafoor, Arif and Joshi, James BD",41--49,2004,article,IEEE,Computer,4,37
104,1,235,,Classifying High-Speed Text Streams,Gabriel Pui Cheong Fung and Jeffrey Xu Yu and Hongjun Lu,2003,inproceedings,,,,148--160,"Advances in Web-Age Information Management, 4th International Conference, {WAIM} 2003, Chengdu, China, August 17-19, 2003, Proceedings",1976,Classifying high-speed text streams,Advances in Web-Age Information Management,"Fung, Gabriel Pui Cheong and Yu, Jeffrey Xu and Lu, Hongjun",148--160,2003,incollection,Springer Berlin Heidelberg,,,
105,0,1236,,Mining {RNA} Structure Elements from the Structure Data of Protein-RNA Complexes,Daeho Lim and Kyungsook Han,2003,inproceedings,,,,352--359,"Discovery Science, 6th International Conference, {DS} 2003, Sapporo, Japan, October 17-19,2003, Proceedings",914,Author-X--A System for Secure Dissemination and Update of XML Documents,Databases in Networked Information Systems,"Bertino, Elisa and Carminati, Barbara and Ferrari, Elena and Mella, Giovanni",66--85,2003,incollection,Springer Berlin Heidelberg,,,
106,0,758,,Link prediction: the power of maximal entropy random walk,Rong{-}Hua Li and Jeffrey Xu Yu and Jianquan Liu,2011,inproceedings,,,,1147--1156,"Proceedings of the 20th {ACM} Conference on Information and Knowledge Management, {CIKM} 2011, Glasgow, United Kingdom, October 24-28, 2011",2527,CellSort: high performance sorting on the cell processor,Proceedings of the 33rd international conference on Very large data bases,"Gedik, Buǧra and Bordawekar, Rajesh R and Yu, Philip S",1286--1297,2007,inproceedings,,,,
107,0,2372,,A Machine Learning Approach for Optimizing Parallel Logic Simulation,Sina Meraji and Carl Tropper,2010,inproceedings,,,,545--554,"39th International Conference on Parallel Processing, {ICPP} 2010, San Diego, California, USA, 13-16 September 2010",2243,"Characterizing, modeling, and generating workload spikes for stateful services",Proceedings of the 1st ACM symposium on Cloud computing,"Bodik, Peter and Fox, Armando and Franklin, Michael J and Jordan, Michael I and Patterson, David A",241--252,2010,inproceedings,,,,
108,0,121,,Evaluating Irredundant Maximal Contained Rewritings for XPath Queries on Views,Rui Zhou and Chengfei Liu and Jianxin Li and Junhu Wang and Jeffrey Xu Yu,2014,article,Comput. J.,11,57,1674--1692,,169,Multi-conditional learning: Generative/discriminative training for clustering and classification,,"McCallum, Andrew and Pal, Chris and Druck, Greg and Wang, Xuerui",433,2006,article,"Menlo Park, CA; Cambridge, MA; London; AAAI Press; MIT Press; 1999",PROCEEDINGS OF THE NATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE,1,21
109,0,608,,"UD(k, l)-Index: An Efficient Approximate Index for {XML} Data",Hongwei Wu and Qing Wang and Jeffrey Xu Yu and Aoying Zhou and Shuigeng Zhou,2003,inproceedings,,,,68--79,"Advances in Web-Age Information Management, 4th International Conference, {WAIM} 2003, Chengdu, China, August 17-19, 2003, Proceedings",1795,Ten thousand SQLs: parallel keyword queries computing,,"Qin, Lu and Yu, Jeffrey Xu and Chang, Lijun",58--69,2010,article,VLDB Endowment,Proceedings of the VLDB Endowment,2-Jan,3
110,0,142,,On Tree Pattern Query Rewriting Using Views,Junhu Wang and Jeffrey Xu Yu and Chengfei Liu,2007,inproceedings,,,,1--12,"Web Information Systems Engineering - {WISE} 2007, 8th International Conference on Web Information Systems Engineering, Nancy, France, December 3-7, 2007, Proceedings",1760,Leadership discovery when data correlatively evolve,,"Wu, Di and Ke, Yiping and Yu, Jeffrey Xu and Philip, S Yu and Chen, Lei",1--25,2011,article,Springer US,World wide web,1,14
111,0,2129,,A Unified Probabilistic Model for Global and Local Unsupervised Feature Selection,Yue Guan and Jennifer G. Dy and Michael I. Jordan,2011,inproceedings,,,,1073--1080,"Proceedings of the 28th International Conference on Machine Learning, {ICML} 2011, Bellevue, Washington, USA, June 28 - July 2, 2011",2213,Sharing features among dynamical systems with beta processes,Advances in Neural Information Processing Systems,"Fox, Emily B and Jordan, Michael I and Sudderth, Erik B and Willsky, Alan S",549--557,2009,inproceedings,,,,
112,0,741,,Fast Computation of Reachability Labeling for Large Graphs,Jiefeng Cheng and Jeffrey Xu Yu and Xuemin Lin and Haixun Wang and Philip S. Yu,2006,inproceedings,,,,961--979,"Advances in Database Technology - {EDBT} 2006, 10th International Conference on Extending Database Technology, Munich, Germany, March 26-31, 2006, Proceedings",1840,Fast computation of reachability labeling for large graphs,,"Yu, JX and Lin, X and Wang, H and Yu, PS and Cheng, J",,2006,book,EBDT,,,
113,0,1874,,Extreme learning machines: a survey,Guang{-}Bin Huang and Dianhui Wang and Yuan Lan,2011,article,Int. J. Machine Learning {\&} Cybernetics,2,2,107--122,,2572,G-SESAME: web tools for GO-term-based gene similarity analysis and knowledge discovery,,"Du, Zhidian and Li, Lin and Chen, Chin-Fu and Philip, S Yu and Wang, James Z",gkp463,2009,article,Oxford University Press,Nucleic acids research,,
114,0,705,,Guest Editorial: Special Issue on Managing and Mining Massive Graphs,Haixun Wang and Jeffrey Xu Yu,2015,article,Distributed and Parallel Databases,4,33,477--478,,2047,"STUDY ON THE TOXICITY OF BLUE-GREEN-ALGAL BLOOMS IN LAKE-DONGHU, WUHAN",,"HE, Z and HE, J and YU, J and YU, M and others",,1988,article,,,,
115,0,649,,Frequent Subgraph Summarization with Error Control,Zheng Liu and Ruoming Jin and Hong Cheng and Jeffrey Xu Yu,2013,inproceedings,,,,1--12,"Web-Age Information Management - 14th International Conference, {WAIM} 2013, Beidaihe, China, June 14-16, 2013. Proceedings",2076,Frequent subgraph summarization with error control,Web-Age Information Management,"Liu, Zheng and Jin, Ruoming and Cheng, Hong and Yu, Jeffrey Xu",1--12,2013,incollection,Springer Berlin Heidelberg,,,
116,0,250,,MB+Tree: {A} Dynamically Updatable Metric Index for Similarity Searches,Masahiro Ishikawa and Hanxiong Chen and Kazutaka Furuse and Jeffrey Xu Yu and Nobuo Ohbo,2000,inproceedings,,,,356--373,"Web-Age Information Management, First International Conference, {WAIM} 2000, Shanghai, China, June 21-23, 2000, Proceedings",1893,Architecture of a highperformance persistent object store,,"Johnson, CW and Yu, JX and Stanton, RB",25--26,1995,article,,Proceedings of the Fourth International Parallel Computing Workshop,,
117,1,2340,,Learning the Kernel Matrix with Semidefinite Programming,Gert R. G. Lanckriet and Nello Cristianini and Peter L. Bartlett and Laurent El Ghaoui and Michael I. Jordan,2004,article,Journal of Machine Learning Research,,5,27--72,,2106,Learning the kernel matrix with semidefinite programming,,"Lanckriet, Gert RG and Cristianini, Nello and Bartlett, Peter and Ghaoui, Laurent El and Jordan, Michael I",27--72,2004,article,JMLR. org,The Journal of Machine Learning Research,,5
118,1,2084,,Mean Field Theory for Sigmoid Belief Networks,Lawrence K. Saul and Tommi S. Jaakkola and Michael I. Jordan,1996,article,CoRR,,cs.AI/9603102,,,2166,Mean field theory for sigmoid belief networks,,"Saul, Lawrence K and Jaakkola, Tommi and Jordan, Michael I",61--76,1996,article,,Journal of artificial intelligence research,1,4
119,0,820,,Effective genetic algorithm for resource-constrained project scheduling with limited preemptions,Jie Zhu and Xiaoping Li and Weiming Shen,2011,article,Int. J. Machine Learning {\&} Cybernetics,2,2,55--65,,2895,On dynamic data-driven selection of sensor streams,Proceedings of the 17th ACM SIGKDD international conference on Knowledge discovery and data mining,"Aggarwal, Charu C and Xie, Yan and Yu, Philip S",1226--1234,2011,inproceedings,,,,
120,0,2117,,Efficient Stepwise Selection in Decomposable Models,Amol Deshpande and Minos N. Garofalakis and Michael I. Jordan,2001,inproceedings,,,,128--135,"{UAI} '01: Proceedings of the 17th Conference in Uncertainty in Artificial Intelligence, University of Washington, Seattle, Washington, USA, August 2-5, 2001",2336,Indeterminate motor skill learning problems,,"Jordan, Michael I",,1989,article,"Erlbaum Hillsdale, NJ",Attention and Performance XIII,,
121,0,201,,Index-based Optimal Algorithms for Computing Steiner Components with Maximum Connectivity,Lijun Chang and Xuemin Lin and Lu Qin and Jeffrey Xu Yu and Wenjie Zhang,2015,inproceedings,,,,459--474,"Proceedings of the 2015 {ACM} {SIGMOD} International Conference on Management of Data, Melbourne, Victoria, Australia, May 31 - June 4, 2015",1310,Deep learning,,"LeCun, Yann and Bengio, Yoshua and Hinton, Geoffrey",436--444,2015,article,Nature Publishing Group,Nature,7553,521
122,0,412,,Using Efficient Machine-Learning Models to Assess Two Important Quality Factors: Maintainability and Reusability,Hakim Lounis and Tamer Fares Gayed and Mounir Boukadoum,2011,inproceedings,,,,170--177,"2011 Joint Conf of 21st Int'l Workshop on Software Measurement and the 6th Int'l Conference on Software Process and Product Measurement, IWSM/Mensura 2011, Nara, Japan, November 3-4, 2011",2904,Efficient query monitoring using adaptive multiple key hashing,Proceedings of the eleventh international conference on Information and knowledge management,"Wu, Kun-Lung and Yu, Philip S",477--484,2002,inproceedings,,,,
