id,_id,full_name,bat_odis_100,bat_odis_50,bat_odis_hs,bat_odis_mat,bat_odis_runs,bat_t20is_100,bat_t20is_50,bat_t20is_hs,bat_t20is_mat,bat_t20is_runs,bat_tests_100,bat_tests_50,bat_tests_hs,bat_tests_mat,bat_tests_runs,batting_style,born,bowling_style,playing_role
10,35,Inzamam-ul-Haq,10.0,83.0,137.0,378.0,11739.0,0.0,0.0,11.0,1.0,11.0,25.0,46.0,329.0,120.0,8830.0,Right Handed Bat,"Mar 03, 1970|Multan, Punjab",Left-arm orthodox,Batsman
11,36,Adam Gilchrist,16.0,55.0,172.0,287.0,9619.0,0.0,0.0,48.0,13.0,272.0,17.0,26.0,204.0,96.0,5570.0,Left Handed Bat,"Nov 14, 1971|Bellingen, New South Wales",Right-arm offbreak,WK-Batsman
12,38,Ricky Ponting,30.0,82.0,164.0,375.0,13704.0,0.0,2.0,98.0,17.0,401.0,41.0,62.0,257.0,168.0,13378.0,Right Handed Bat,"Dec 19, 1974|Launceston, Tasmania",Right-arm medium,Batsman
13,39,Andrew Symonds,6.0,30.0,156.0,198.0,5088.0,0.0,2.0,85.0,14.0,337.0,2.0,10.0,162.0,26.0,1462.0,Right Handed Bat,"Jun 09, 1975|Birmingham, Warwickshire, England",Right-arm medium,Batting Allrounder
14,40,Jason Gillespie,0.0,0.0,44.0,97.0,289.0,0.0,0.0,24.0,1.0,24.0,1.0,2.0,201.0,71.0,1218.0,Right Handed Bat,"Apr 19, 1975|Darlinghurst, Sydney, New South Wales",Right-arm fast,Bowler
15,41,Glenn McGrath,0.0,0.0,11.0,250.0,115.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,61.0,124.0,641.0,Right Handed Bat,"Feb 09, 1970|Dubbo, New South Wales",Right-arm fast-medium,Bowler
16,44,Marcus Trescothick,12.0,21.0,137.0,123.0,4335.0,0.0,2.0,72.0,3.0,166.0,14.0,29.0,219.0,76.0,5825.0,Left Handed Bat,"Dec 25, 1975|Keynsham, Somerset",Right-arm medium,Batsman
17,49,Stephen Fleming,8.0,49.0,134.0,280.0,8037.0,0.0,0.0,38.0,5.0,110.0,9.0,46.0,274.0,111.0,7172.0,Left Handed Bat,"Apr 01, 1973|Christchurch, Canterbury",,Batsman
18,50,Nathan Astle,16.0,41.0,145.0,223.0,7090.0,0.0,0.0,40.0,4.0,74.0,11.0,24.0,222.0,81.0,4702.0,Right Handed Bat,"Sep 15, 1971|Christchurch, Canterbury",Right-arm medium,Batting Allrounder
19,52,Chris Cairns,4.0,26.0,115.0,215.0,4950.0,0.0,0.0,2.0,2.0,3.0,5.0,22.0,158.0,62.0,3320.0,Right Handed Bat,"Jun 13, 1970|Picton, Marlborough",Right-arm fast-medium,Batting Allrounder
20,56,Hamish Marshall,1.0,12.0,101.0,66.0,1454.0,0.0,0.0,8.0,3.0,12.0,2.0,2.0,160.0,13.0,652.0,Right Handed Bat,"Feb 15, 1979|Warkworth, Auckland",Right-arm medium,Batsman
21,57,Craig McMillan,3.0,28.0,117.0,197.0,4707.0,0.0,1.0,57.0,8.0,187.0,6.0,19.0,142.0,55.0,3116.0,Right Handed Bat,"Sep 13, 1976|Christchurch, Canterbury",Right-arm medium,Batsman
22,58,Scott Styris,4.0,28.0,141.0,188.0,4483.0,0.0,1.0,66.0,31.0,578.0,5.0,6.0,170.0,29.0,1586.0,Right Handed Bat,"Jul 10, 1975|Brisbane, Queensland, Australia",Right-arm medium,Batting Allrounder
23,59,Jacob Oram,1.0,13.0,101.0,161.0,2469.0,0.0,2.0,66.0,36.0,474.0,5.0,6.0,133.0,33.0,1780.0,Left Handed Bat,"Jul 28, 1978|Palmerston North, Manawatu",Right-arm fast-medium,Bowling Allrounder
24,61,Andrew Flintoff,3.0,18.0,123.0,141.0,3394.0,0.0,0.0,31.0,7.0,76.0,5.0,26.0,167.0,79.0,3845.0,Right Handed Bat,"Dec 06, 1977|Preston, Lancashire",Right-arm fast,--
25,62,Steve Harmison,0.0,0.0,18.0,58.0,91.0,,,,2.0,,0.0,0.0,49.0,63.0,743.0,Right Handed Bat,"Oct 23, 1978|Ashington, Northumberland",Right-arm fast-medium,Batting Allrounder
26,63,Darren Gough,0.0,0.0,46.0,159.0,609.0,,,,2.0,,0.0,2.0,65.0,58.0,855.0,Right Handed Bat,"Sep 18, 1970|Monk Bretton, Barnsley, Yorkshire",Right-arm fast-medium,Bowler
27,65,James Anderson,0.0,0.0,28.0,194.0,273.0,0.0,0.0,1.0,19.0,1.0,0.0,1.0,81.0,148.0,1174.0,Left Handed Bat,"Jul 30, 1982|Burnley, Lancashire",Right-arm fast-medium,Bowler
28,66,Paul Collingwood,5.0,26.0,120.0,197.0,5092.0,0.0,3.0,79.0,36.0,583.0,10.0,20.0,206.0,68.0,4259.0,Right Handed Bat,"May 26, 1976|Shotley Bridge, Co Durham",Right-arm medium,Batsman
29,69,Yuvraj Singh,14.0,52.0,150.0,304.0,8701.0,0.0,8.0,77.0,58.0,1177.0,3.0,11.0,169.0,40.0,1900.0,Left Handed Bat,"Dec 12, 1981|Chandigarh",Left-arm orthodox,Batsman
30,70,Mohammad Kaif,2.0,17.0,111.0,125.0,2753.0,,,,,,1.0,3.0,148.0,13.0,624.0,Right Handed Bat,"Dec 01, 1980|Allahabad, Uttar Pradesh",Right-arm offbreak,Batting Allrounder
31,71,Zaheer Khan,0.0,0.0,34.0,200.0,792.0,0.0,0.0,9.0,17.0,13.0,0.0,3.0,75.0,92.0,1230.0,Right Handed Bat,"Oct 07, 1978|Shrirampur, Maharashtra",Left-arm fast-medium,Bowler
32,73,Irfan Pathan,0.0,5.0,83.0,120.0,1544.0,0.0,0.0,33.0,24.0,172.0,1.0,6.0,102.0,29.0,1105.0,Left Handed Bat,"Oct 27, 1984|Baroda, Gujarat",Left-arm fast-medium,Bowling Allrounder
33,74,Parthiv Patel,0.0,4.0,95.0,38.0,736.0,0.0,0.0,26.0,2.0,36.0,0.0,6.0,71.0,25.0,934.0,Left Handed Bat,"Mar 09, 1985|Ahmedabad, Gujarat",,WK-Batsman
34,75,Harbhajan Singh,0.0,0.0,49.0,236.0,1237.0,0.0,0.0,21.0,28.0,108.0,2.0,9.0,115.0,103.0,2225.0,Right Handed Bat,"Jul 03, 1980|Jullundur (now Jalandhar), Punjab",Right-arm offbreak,Bowler
35,77,Kamran Akmal,5.0,10.0,124.0,157.0,3236.0,0.0,5.0,73.0,58.0,987.0,6.0,12.0,158.0,53.0,2648.0,Right Handed Bat,"Jan 13, 1982|Lahore, Punjab",,WK-Batsman
36,78,Abdul Razzaq,3.0,23.0,112.0,265.0,5080.0,0.0,0.0,46.0,32.0,393.0,3.0,7.0,134.0,46.0,1946.0,Right Handed Bat,"Dec 02, 1979|Lahore, Punjab",Right-arm fast-medium,Bowling Allrounder
37,79,Yasir Hameed,3.0,12.0,127.0,56.0,2028.0,,,,,,2.0,8.0,170.0,25.0,1491.0,Right Handed Bat,"Feb 28, 1978|Peshawar, North-West Frontier Province",Right-arm offbreak,Batsman
38,80,Taufeeq Umar,0.0,3.0,81.0,22.0,504.0,,,,,,7.0,14.0,236.0,44.0,2963.0,Left Handed Bat,"Jun 20, 1981|Lahore, Punjab",Right-arm offbreak,WK-Batsman
39,81,Khurram Khan,1.0,3.0,132.0,16.0,582.0,0.0,0.0,31.0,3.0,73.0,,,,,,Left Handed Bat,"Jun 21, 1971|Multan, Punjab, Pakistan",Left-arm orthodox,Batting Allrounder
40,82,Arshad Ali,0.0,0.0,41.0,4.0,54.0,,,,,,,,,,,Right Handed Bat,"Apr 06, 1976|--",,Bowler
41,87,Mohammad Tauqir,0.0,1.0,55.0,11.0,95.0,0.0,0.0,4.0,3.0,4.0,,,,,,Right Handed Bat,"Jan 14, 1972|Dubai",Right-arm offbreak,Bowler
42,96,Lakshmipathy Balaji,0.0,0.0,21.0,30.0,120.0,,,,5.0,,0.0,0.0,31.0,8.0,51.0,Right Handed Bat,"Sep 27, 1981|Madras (now Chennai), Tamil Nadu",Right-arm fast-medium,Bowler
43,98,Anil Kumble,0.0,0.0,26.0,271.0,938.0,,,,,,1.0,5.0,110.0,132.0,2506.0,Right Handed Bat,"Oct 17, 1970|Bangalore, Karnataka",Right-arm legbreak,Bowler
44,100,Marvan Atapattu,11.0,59.0,132.0,268.0,8529.0,0.0,0.0,5.0,2.0,5.0,16.0,17.0,249.0,90.0,5502.0,Right Handed Bat,"Nov 22, 1970|Kalutara",Right-arm legbreak,Batsman
45,101,Mahela Jayawardene,19.0,77.0,144.0,448.0,12650.0,1.0,9.0,100.0,55.0,1493.0,34.0,50.0,374.0,149.0,11814.0,Right Handed Bat,"May 27, 1977|Colombo",Right-arm medium,Batsman
46,102,Sanath Jayasuriya,28.0,68.0,189.0,445.0,13430.0,0.0,4.0,88.0,31.0,629.0,14.0,31.0,340.0,110.0,6973.0,Left Handed Bat,"Jun 30, 1969|Matara",Left-arm orthodox,Batting Allrounder
47,104,Kumar Sangakkara,25.0,93.0,169.0,404.0,14234.0,0.0,8.0,78.0,56.0,1382.0,38.0,52.0,319.0,134.0,12400.0,Left Handed Bat,"Oct 27, 1977|Matale",Right-arm offbreak,Batsman
48,105,Tillakaratne Dilshan,22.0,47.0,161.0,330.0,10290.0,1.0,13.0,104.0,80.0,1889.0,16.0,23.0,193.0,87.0,5492.0,Right Handed Bat,"Oct 14, 1976|Kalutara",Right-arm offbreak,Batting Allrounder
49,106,Thilina Kandamby,0.0,5.0,93.0,39.0,870.0,0.0,0.0,10.0,5.0,13.0,,,,,,Left Handed Bat,"Jun 04, 1982|Colombo",Right-arm legbreak,Batsman
50,107,Upul Chandana,0.0,5.0,89.0,148.0,1646.0,,,,,,0.0,2.0,92.0,16.0,616.0,Right Handed Bat,"May 07, 1972|Galle",Right-arm legbreak,Bowler
51,108,Chaminda Vaas,0.0,1.0,50.0,322.0,2025.0,0.0,0.0,21.0,6.0,33.0,1.0,13.0,100.0,111.0,3089.0,Left Handed Bat,"Jan 27, 1974|Mattumagala",Left-arm fast-medium,--
52,109,Nuwan Zoysa,0.0,0.0,47.0,95.0,343.0,,,,,,0.0,0.0,28.0,30.0,288.0,Left Handed Bat,"May 13, 1978|Colombo",Left-arm fast-medium,--
53,110,Muttiah Muralitharan,0.0,0.0,33.0,350.0,674.0,0.0,0.0,1.0,12.0,1.0,0.0,1.0,67.0,133.0,1261.0,Right Handed Bat,"Apr 17, 1972|Kandy",Right-arm offbreak,Bowler
54,111,Lasith Malinga,0.0,1.0,56.0,218.0,550.0,0.0,0.0,27.0,73.0,92.0,0.0,1.0,64.0,30.0,275.0,Right Handed Bat,"Aug 28, 1983|Galle",Right-arm fast,Bowler
55,112,Farveez Maharoof,0.0,2.0,69.0,109.0,1113.0,0.0,0.0,13.0,8.0,33.0,0.0,3.0,72.0,22.0,556.0,Right Handed Bat,"Sep 07, 1984|Colombo",Right-arm fast-medium,Batting Allrounder
56,113,Avishka Gunawardene,1.0,12.0,132.0,61.0,1708.0,,,,,,0.0,0.0,43.0,6.0,181.0,Left Handed Bat,"May 26, 1977|Colombo",,Batsman
57,114,Habibul Bashar,0.0,14.0,78.0,111.0,2168.0,,,,,,3.0,24.0,113.0,50.0,3026.0,Right Handed Bat,"Aug 17, 1972|Nagakanda, Kushtia",Right-arm offbreak,Batsman
58,115,Javed Omar,0.0,10.0,85.0,59.0,1312.0,,,,,,1.0,8.0,119.0,40.0,1720.0,Right Handed Bat,"Nov 25, 1976|Dhaka",Right-arm legbreak,Batsman
59,116,Rajin Saleh,1.0,6.0,108.0,43.0,1005.0,,,,,,0.0,7.0,89.0,24.0,1141.0,Right Handed Bat,"Nov 20, 1983|Sylhet, Bangladesh",Right-arm offbreak,Batting Allrounder
60,118,Mohammad Ashraful,3.0,20.0,109.0,178.0,3468.0,0.0,2.0,65.0,23.0,450.0,6.0,8.0,190.0,61.0,2737.0,Right Handed Bat,"Jul 07, 1984|Dhaka",Right-arm legbreak,Batsman
61,119,Alok Kapali,1.0,5.0,115.0,69.0,1235.0,0.0,0.0,19.0,7.0,57.0,0.0,2.0,85.0,17.0,584.0,Right Handed Bat,"Jan 01, 1984|Sylhet, Bangladesh",Right-arm legbreak,Batsman
62,121,Khaled Mahmud,0.0,1.0,50.0,77.0,991.0,,,,,,0.0,0.0,45.0,12.0,266.0,Right Handed Bat,"Jul 26, 1971|Dhaka",Right-arm medium,Bowler
63,122,Khaled Mashud,0.0,7.0,71.0,126.0,1818.0,,,,,,1.0,3.0,103.0,44.0,1409.0,Right Handed Bat,"Feb 08, 1976|Rajshahi",,WK-Batsman
64,123,Mohammad Rafique,0.0,2.0,77.0,125.0,1191.0,0.0,0.0,13.0,1.0,13.0,1.0,4.0,111.0,33.0,1059.0,Left Handed Bat,"Sep 05, 1970|Dhaka",Left-arm orthodox,Bowler
65,125,Tapash Baisya,0.0,0.0,35.0,56.0,336.0,,,,,,0.0,2.0,66.0,21.0,384.0,Right Handed Bat,"Dec 15, 1982|Sylhet, Bangladesh",Right-arm fast-medium,Bowler
66,127,Abdur Razzak,0.0,1.0,53.0,153.0,783.0,0.0,0.0,9.0,34.0,41.0,0.0,0.0,43.0,13.0,248.0,Left Handed Bat,"Jun 15, 1982|Khulna",Left-arm orthodox,Bowler
67,129,Imran Farhat,1.0,13.0,107.0,58.0,1719.0,0.0,0.0,19.0,7.0,76.0,3.0,14.0,128.0,40.0,2400.0,Left Handed Bat,"May 20, 1982|Lahore, Punjab",Right-arm legbreak,Batsman
68,130,Younis Khan,7.0,48.0,144.0,265.0,7249.0,0.0,2.0,51.0,25.0,442.0,34.0,33.0,313.0,118.0,10099.0,Right Handed Bat,"Nov 29, 1977|Mardan, North-West Frontier Province",Right-arm medium,Batsman
69,131,Imran Nazir,2.0,9.0,160.0,79.0,1895.0,0.0,3.0,72.0,25.0,500.0,2.0,1.0,131.0,8.0,427.0,Right Handed Bat,"Dec 16, 1981|Gujranwala, Punjab",Right-arm legbreak,Batsman
70,132,Danish Kaneria,0.0,0.0,6.0,19.0,14.0,,,,,,0.0,0.0,29.0,61.0,360.0,Right Handed Bat,"Dec 16, 1980|Karachi, Sind",Right-arm legbreak,Bowler
71,135,Shane Warne,0.0,1.0,55.0,194.0,1018.0,,,,,,0.0,12.0,99.0,145.0,3154.0,Right Handed Bat,"Sep 13, 1969|Ferntree Gully, Victoria",Right-arm legbreak,Bowler
72,136,Damien Martyn,5.0,37.0,144.0,208.0,5346.0,0.0,1.0,96.0,4.0,120.0,13.0,23.0,165.0,67.0,4406.0,Right Handed Bat,"Oct 21, 1971|Darwin, Northern Territory",Right-arm medium,Batsman
73,138,Michael Clarke,8.0,58.0,130.0,245.0,7981.0,0.0,1.0,67.0,34.0,488.0,28.0,27.0,329.0,115.0,8643.0,Right Handed Bat,"Apr 02, 1981|Liverpool, New South Wales",Left-arm orthodox,Batsman
74,140,Brad Hogg,0.0,2.0,71.0,124.0,812.0,0.0,0.0,41.0,15.0,55.0,0.0,1.0,79.0,7.0,186.0,Left Handed Bat,"Feb 06, 1971|Narrogin, Western Australia",Left-arm chinaman,Bowler
75,141,Michael Kasprowicz,0.0,0.0,28.0,43.0,74.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,25.0,38.0,445.0,Right Handed Bat,"Feb 10, 1972|South Brisbane, Queensland",Right-arm fast-medium,Bowler
76,142,Shahid Afridi,6.0,39.0,124.0,398.0,8064.0,0.0,4.0,54.0,99.0,1416.0,5.0,8.0,156.0,27.0,1716.0,Right Handed Bat,"Mar 01, 1980|Khyber Agency",Right-arm legbreak,Bowling Allrounder
77,143,Salman Butt,8.0,14.0,136.0,78.0,2725.0,0.0,3.0,74.0,24.0,595.0,3.0,10.0,122.0,33.0,1889.0,Left Handed Bat,"Oct 07, 1984|Lahore, Punjab",Right-arm offbreak,Batsman
78,145,Dinesh Karthik,0.0,9.0,79.0,91.0,1738.0,0.0,0.0,48.0,32.0,399.0,1.0,7.0,129.0,26.0,1025.0,Right Handed Bat,"Jun 01, 1985|Madras (now Chennai), Tamil Nadu",,WK-Batsman
79,146,Ajit Agarkar,0.0,3.0,95.0,191.0,1269.0,0.0,0.0,14.0,4.0,15.0,1.0,0.0,109.0,26.0,571.0,Right Handed Bat,"Dec 04, 1977|Bombay (now Mumbai), Maharashtra",Right-arm fast-medium,Bowler
80,157,Matthew Hayden,10.0,36.0,181.0,161.0,6133.0,0.0,4.0,73.0,9.0,308.0,30.0,29.0,380.0,103.0,8625.0,Left Handed Bat,"Oct 29, 1971|Kingaroy, Queensland",Right-arm medium,Batting Allrounder
81,159,Brad Haddin,2.0,16.0,110.0,126.0,3121.0,0.0,0.0,47.0,34.0,402.0,4.0,18.0,169.0,66.0,3266.0,Right Handed Bat,"Oct 23, 1977|Cowra, New South Wales",,WK-Batsman
82,161,Michael Vaughan,0.0,16.0,90.0,86.0,1982.0,0.0,0.0,27.0,2.0,27.0,18.0,18.0,197.0,82.0,5719.0,Right Handed Bat,"Oct 29, 1974|Manchester",Right-arm offbreak,Batsman
83,162,Kabir Ali,0.0,0.0,39.0,14.0,93.0,,,,,,0.0,0.0,9.0,1.0,10.0,Right Handed Bat,"Nov 24, 1980|Moseley, Birmingham, Warwickshire",Right-arm fast-medium,Bowler
84,164,Ashley Giles,0.0,0.0,41.0,62.0,385.0,,,,,,0.0,4.0,59.0,54.0,1421.0,Right Handed Bat,"Mar 19, 1973|Chertsey, Surrey",Left-arm orthodox,Bowler
85,165,Geraint Jones,0.0,4.0,80.0,51.0,861.0,0.0,0.0,19.0,2.0,33.0,1.0,6.0,100.0,34.0,1172.0,Right Handed Bat,"Jul 14, 1976|Kundiawa, Papua New Guinea",,WK-Batsman
86,166,Vikram Solanki,2.0,5.0,106.0,51.0,1097.0,0.0,0.0,43.0,3.0,76.0,,,,,,Right Handed Bat,"Apr 01, 1976|Udaipur, Rajasthan, India",Right-arm offbreak,Batsman
87,167,Andrew Strauss,6.0,27.0,158.0,127.0,4205.0,0.0,0.0,33.0,4.0,73.0,21.0,27.0,177.0,100.0,7037.0,Left Handed Bat,"Mar 02, 1977|Johannesburg, Transvaal, South Africa",Left-arm medium,Batsman
88,169,Tatenda Taibu,2.0,22.0,107.0,150.0,3393.0,0.0,0.0,45.0,16.0,254.0,1.0,12.0,153.0,28.0,1546.0,Right Handed Bat,"May 14, 1983|Harare",Right-arm offbreak,WK-Batsman
89,170,Elton Chigumbura,2.0,19.0,117.0,213.0,4340.0,0.0,3.0,54.0,52.0,794.0,0.0,4.0,88.0,14.0,569.0,Right Handed Bat,"Mar 14, 1986|Kwekwe, Midlands",Right-arm medium,Bowling Allrounder
90,174,Stuart Matsikenyeri,0.0,13.0,90.0,113.0,2224.0,0.0,0.0,15.0,9.0,44.0,0.0,2.0,57.0,8.0,351.0,Right Handed Bat,"May 03, 1983|Harare",Right-arm offbreak,Batting Allrounder
91,175,Tawanda Mupariwa,0.0,0.0,33.0,40.0,185.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,14.0,1.0,15.0,Right Handed Bat,"Apr 16, 1985|Bulawayo",Right-arm fast-medium,Bowler
92,176,Mluleki Nkala,0.0,0.0,47.0,50.0,324.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,47.0,10.0,187.0,Right Handed Bat,"Apr 01, 1981|Bulawayo",Right-arm fast-medium,Bowler
93,178,Ed Rainsford,0.0,0.0,9.0,39.0,55.0,0.0,0.0,1.0,2.0,1.0,,,,,,Right Handed Bat,"Dec 14, 1984|Kadoma, Mashonaland",Right-arm fast-medium,Bowler
94,179,Vusi Sibanda,2.0,21.0,116.0,127.0,2994.0,0.0,1.0,59.0,26.0,511.0,0.0,2.0,93.0,14.0,591.0,Right Handed Bat,"Oct 10, 1983|Highfields, Harare",Right-arm medium,Batsman
95,180,Brendan Taylor,10.0,36.0,145.0,188.0,6156.0,0.0,4.0,60.0,29.0,585.0,6.0,8.0,171.0,28.0,1840.0,Right Handed Bat,"Feb 06, 1986|Harare",Right-arm offbreak,WK-Batsman
96,181,Prosper Utseya,0.0,4.0,68.0,164.0,1406.0,0.0,0.0,13.0,34.0,95.0,0.0,0.0,45.0,4.0,107.0,Right Handed Bat,"Mar 26, 1985|Harare",Right-arm offbreak,Bowling Allrounder
97,182,Mark Vermeulen,0.0,6.0,92.0,43.0,868.0,,,,,,1.0,2.0,118.0,9.0,449.0,Right Handed Bat,"Mar 02, 1979|Salisbury",Right-arm offbreak,Batting Allrounder
98,183,Aftab Ahmed,0.0,14.0,92.0,85.0,1954.0,0.0,1.0,62.0,11.0,228.0,0.0,1.0,82.0,16.0,582.0,Right Handed Bat,"Nov 10, 1985|Chittagong",Right-arm medium,Batsman
99,184,Nafees Iqbal,0.0,2.0,58.0,16.0,309.0,,,,,,1.0,2.0,121.0,11.0,518.0,Right Handed Bat,"Oct 31, 1985|Chittagong",Right-arm medium,Batsman
100,185,Nazmul Hossain,0.0,0.0,6.0,37.0,35.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,8.0,2.0,16.0,Right Handed Bat,"Oct 05, 1987|Hobigonj, Bangladesh",Right-arm fast-medium,Bowler
101,186,Steve Tikolo,3.0,24.0,111.0,135.0,3428.0,0.0,2.0,56.0,15.0,345.0,,,,,,Right Handed Bat,"Jun 25, 1971|Nairobi",,Batting Allrounder
102,188,Ragheb Aga,0.0,1.0,86.0,13.0,153.0,0.0,1.0,52.0,19.0,210.0,,,,,,Right Handed Bat,"Jul 10, 1984|Kenya",Right-arm fast-medium,Bowling Allrounder
103,189,Hitesh Modi,0.0,5.0,78.0,63.0,1109.0,,,,,,,,,,,Left Handed Bat,"Oct 13, 1971|Kisumu",Right-arm offbreak,Captain
104,190,Thomas Odoyo,1.0,8.0,111.0,136.0,2420.0,0.0,0.0,22.0,11.0,95.0,,,,,,Right Handed Bat,"May 12, 1978|Nairobi",Right-arm fast-medium,Bowling Allrounder
105,191,Peter Ongondo,0.0,0.0,36.0,79.0,391.0,0.0,0.0,16.0,8.0,28.0,,,,,,Right Handed Bat,"Feb 10, 1977|Nairobi, Kenya",Right-arm fast-medium,Bowler
106,192,Lameck Onyango,0.0,0.0,34.0,29.0,144.0,0.0,0.0,5.0,5.0,17.0,,,,,,Right Handed Bat,"Sep 22, 1973|Nairobi",Right-arm medium,Bowler
107,193,Kennedy Otieno,2.0,12.0,144.0,90.0,2016.0,0.0,0.0,40.0,4.0,74.0,,,,,,Right Handed Bat,"Mar 11, 1972|Nairobi",,Bowler
108,194,Morris Ouma,0.0,7.0,61.0,82.0,1517.0,0.0,0.0,19.0,21.0,127.0,,,,,,Right Handed Bat,"Nov 08, 1982|Kiambli",,WK-Batsman
109,196,Malhar Patel,0.0,0.0,25.0,3.0,40.0,,,,,,,,,,,Right Handed Bat,"Nov 27, 1983|Kenya",,Batting Allrounder
110,197,Ravi Shah,1.0,12.0,113.0,56.0,1506.0,,,,,,,,,,,Right Handed Bat,"Aug 28, 1972|Nairobi",Right-arm fast-medium,Batting Allrounder
111,198,Tony Suji,0.0,1.0,67.0,60.0,506.0,0.0,0.0,7.0,8.0,15.0,,,,,,Right Handed Bat,"Feb 05, 1976|Nairobi",Right-arm medium,Batting Allrounder
112,201,Brendon McCullum,5.0,32.0,166.0,260.0,6083.0,2.0,13.0,123.0,71.0,2140.0,12.0,31.0,302.0,101.0,6453.0,Right Handed Bat,"Sep 27, 1981|Dunedin, Otago",,WK-Batsman
113,202,Kyle Mills,0.0,2.0,54.0,170.0,1047.0,0.0,0.0,33.0,42.0,137.0,0.0,1.0,57.0,19.0,289.0,Right Handed Bat,"Mar 15, 1979|Auckland",Right-arm fast-medium,Bowler
114,203,Michael Papps,0.0,2.0,92.0,6.0,207.0,,,,,,0.0,2.0,86.0,8.0,246.0,Right Handed Bat,"Jul 02, 1979|Christchurch, Canterbury",,Batsman
115,204,Daryl Tuffey,0.0,0.0,36.0,94.0,295.0,0.0,0.0,5.0,3.0,5.0,0.0,1.0,80.0,26.0,427.0,Right Handed Bat,"Jun 11, 1978|Milton, Otago",Right-arm fast-medium,--
116,205,Daniel Vettori,0.0,4.0,83.0,295.0,2253.0,0.0,0.0,38.0,34.0,205.0,6.0,23.0,140.0,113.0,4531.0,Left Handed Bat,"Jan 27, 1979|Auckland",Left-arm orthodox,Bowling Allrounder
117,206,Azhar Mahmood,0.0,3.0,67.0,143.0,1521.0,,,,,,3.0,1.0,136.0,21.0,900.0,Right Handed Bat,"Feb 28, 1975|Rawalpindi, Punjab",Right-arm fast-medium,Bowling Allrounder
118,207,Graeme Smith,10.0,47.0,141.0,197.0,6989.0,0.0,5.0,89.0,33.0,982.0,27.0,38.0,277.0,117.0,9265.0,Left Handed Bat,"Feb 01, 1981|Johannesburg, Transvaal",Right-arm offbreak,Batsman
119,208,Mark Boucher,1.0,26.0,147.0,295.0,4686.0,0.0,0.0,36.0,25.0,268.0,5.0,35.0,125.0,147.0,5515.0,Right Handed Bat,"Dec 03, 1976|East London, Cape Province",Right-arm medium,WK-Batsman
