id,_id,full_name,bat_odis_100,bat_odis_50,bat_odis_hs,bat_odis_mat,bat_odis_runs,bat_t20is_100,bat_t20is_50,bat_t20is_hs,bat_t20is_mat,bat_t20is_runs,bat_tests_100,bat_tests_50,bat_tests_hs,bat_tests_mat,bat_tests_runs,batting_style,born,bowling_style,playing_role
49,4516,Sydney Thomas Callaway,,,,,,,,,,,0.0,0.0,41.0,3.0,87.0,Right-hand bat,"February 6, 1868, Redfern, Sydney, New South Wales, Australia",Right-arm fast-medium,
50,4517,Ian Wayne Callen,0.0,0.0,3.0,5.0,6.0,,,,,,0.0,0.0,22.0,1.0,26.0,Left-hand bat,"May 2, 1955, Alexandra, Victoria",Right-arm fast-medium,
51,4523,Gregory Dale Campbell,0.0,0.0,4.0,12.0,6.0,,,,,,0.0,0.0,6.0,4.0,10.0,Right-hand bat,"March 10, 1964, Launceston, Tasmania",Right-arm fast-medium,
52,4527,Ryan John Campbell,0.0,0.0,38.0,2.0,54.0,0.0,0.0,27.0,3.0,36.0,,,,,,Right-hand bat,"February 7, 1972, Osborne Park, Perth, Western Australia",Right-arm offbreak,Wicketkeeper batsman
53,4531,Edward James McKenzie Cowan,,,,,,,,,,,1.0,6.0,136.0,18.0,1001.0,Left-hand bat,"June 16, 1982, Paddington, New South Wales",Legbreak,Opening batsman
54,4533,William Carkeek,,,,,,,,,,,0.0,0.0,6.0,6.0,16.0,Left-hand bat,"October 17, 1878, Walhalla, Victoria",,
55,4534,Phillip Henry Carlson,0.0,0.0,11.0,4.0,11.0,,,,,,0.0,0.0,21.0,2.0,23.0,Right-hand bat,"August 8, 1951, Nundah, Brisbane, Queensland",Right-arm medium,
56,4542,Hanson Carter,,,,,,,,,,,0.0,4.0,72.0,28.0,873.0,Right-hand bat,"March 15, 1878, Northowram, Halifax, Yorkshire, England",,
57,4558,Gregory Stephen Chappell,3.0,14.0,138.0,74.0,2331.0,,,,,,24.0,31.0,247.0,87.0,7110.0,Right-hand bat,"August 7, 1948, Unley, Adelaide, South Australia",Right-arm medium,Top-order batsman
58,4560,Ian Michael Chappell,0.0,8.0,86.0,16.0,673.0,,,,,,14.0,26.0,196.0,75.0,5345.0,Right-hand bat,"September 26, 1943, Unley, Adelaide, South Australia",Legbreak,Top-order batsman
59,4561,Trevor Martin Chappell,1.0,0.0,110.0,20.0,229.0,,,,,,0.0,0.0,27.0,3.0,79.0,Right-hand bat,"October 12, 1952, Glenelg, Adelaide, South Australia",Right-arm medium,Batsman
60,4563,Percie Chater Charlton,,,,,,,,,,,0.0,0.0,11.0,2.0,29.0,Right-hand bat,"April 9, 1867, Surry Hills, Sydney, New South Wales",Right-arm fast-medium,
61,4570,Arthur Gordon Chipperfield,,,,,,,,,,,1.0,2.0,109.0,14.0,552.0,Right-hand bat,"November 17, 1905, Ashfield, Sydney, New South Wales",Legbreak,
62,4578,Michael John Clarke,8.0,58.0,130.0,245.0,7981.0,0.0,1.0,67.0,34.0,488.0,28.0,27.0,329.0,115.0,8643.0,Right-hand bat,"April 2, 1981, Liverpool, New South Wales",Slow left-arm orthodox,Middle-order batsman
63,4582,Stuart Rupert Clark,0.0,0.0,16.0,39.0,69.0,,,,9.0,,0.0,0.0,39.0,24.0,248.0,Right-hand bat,"September 28, 1975, Sutherland, Sydney, New South Wales",Right-arm fast-medium,Bowler
64,4584,Wayne Maxwell Clark,,,,2.0,,,,,,,0.0,0.0,33.0,10.0,98.0,Right-hand bat,"September 19, 1953, Perth, Western Australia",Right-arm fast-medium,Bowler
65,4600,David John Colley,,,,1.0,,,,,,,0.0,1.0,54.0,3.0,84.0,Right-hand bat,"March 15, 1947, Mosman, Sydney, New South Wales",Right-arm fast-medium,
66,4602,Herbert Leslie Collins,,,,,,,,,,,4.0,6.0,203.0,19.0,1352.0,Right-hand bat,"January 21, 1888, Darlinghurst, Sydney, New South Wales",Slow left-arm orthodox,
67,4611,Arthur Coningham,,,,,,,,,,,0.0,0.0,10.0,1.0,13.0,Left-hand bat,"July 14, 1863, Emerald Hill, South Melbourne, Victoria",Left-arm fast-medium,
68,4613,Alan Norman Connolly,,,,1.0,,,,,,,0.0,0.0,37.0,29.0,260.0,Right-hand bat,"June 29, 1939, Skipton, Victoria",Right-arm fast-medium,
69,4619,Simon Hewitt Cook,,,,,,,,,,,0.0,0.0,3.0,2.0,3.0,Left-hand bat,"January 29, 1972, Hastings, Victoria",Right-arm fast-medium,
70,4625,Bransby Beauchamp Cooper,,,,,,,,,,,0.0,0.0,15.0,1.0,18.0,Right-hand bat,"March 15, 1844, Dacca, India",,
71,4626,William Henry Cooper,,,,,,,,,,,0.0,0.0,7.0,2.0,13.0,Right-hand bat,"September 11, 1849, Maidstone, Kent, England",Legbreak googly,
72,4628,Grahame Edward Corling,,,,,,,,,,,0.0,0.0,3.0,5.0,5.0,Right-hand bat,"July 13, 1941, Waratah, New South Wales",Right-arm fast-medium,
73,4629,Gary John Cosier,0.0,1.0,84.0,9.0,154.0,,,,,,2.0,3.0,168.0,18.0,897.0,Right-hand bat,"April 25, 1953, Richmond, Melbourne, Victoria",Right-arm medium,
74,4631,John Thomas Cottam,,,,,,,,,,,0.0,0.0,3.0,1.0,4.0,Right-hand bat,"September 5, 1867, Strawberry Hills, New South Wales",Legbreak,
75,4632,Albert Cotter,,,,,,,,,,,0.0,0.0,45.0,21.0,457.0,Right-hand bat,"December 3, 1883, Philip Street, Macquarie, Sydney, New South Wales",Right-arm fast,
76,4635,George Coulthard,,,,,,,,,,,0.0,0.0,6.0,1.0,6.0,Right-hand bat,"August 1, 1856, Boroondara, Victoria",Right-arm medium,
77,4645,Robert Maskew Cowper,,,,,,,,,,,5.0,10.0,307.0,27.0,2061.0,Left-hand bat,"October 5, 1940, Kew, Melbourne, Victoria",Right-arm offbreak,
78,4652,Ian David Craig,,,,,,,,,,,0.0,2.0,53.0,11.0,358.0,Right-hand bat,"June 12, 1935, Yass, New South Wales",,Batsman
79,4656,William Patrick Anthony Crawford,,,,,,,,,,,0.0,0.0,34.0,4.0,53.0,Right-hand bat,"August 3, 1933, Dubbo, New South Wales",Right-arm fast,
80,4818,Mark James Cosgrove,0.0,1.0,74.0,3.0,112.0,,,,,,,,,,,Left-hand bat,"June 14, 1984, Elizabeth, Adelaide, South Australia",Right-arm medium,
81,4825,Beau Casson,,,,,,,,,,,0.0,0.0,10.0,1.0,10.0,Right-hand bat,"December 7, 1982, Subiaco, Perth, Western Australia",Slow left-arm chinaman,Bowler
82,4864,Daniel Trevor Christian,0.0,0.0,39.0,19.0,273.0,0.0,0.0,9.0,16.0,27.0,,,,,,Right-hand bat,"May 4, 1983, Camperdown, Sydney, New South Wales",Right-arm fast-medium,Allrounder
83,4882,Daniel James Cullen,0.0,0.0,2.0,5.0,2.0,,,,,,,,,1.0,,Right-hand bat,"April 10, 1984, Woodville, Adelaide, South Australia",Right-arm offbreak,Bowler
84,4890,Adam Craig Dale,0.0,0.0,15.0,30.0,78.0,,,,,,0.0,0.0,5.0,2.0,6.0,Left-hand bat,"December 30, 1968, Ivanhoe, Victoria",Right-arm fast-medium,
85,4897,Joseph Darling,,,,,,,,,,,3.0,8.0,178.0,34.0,1657.0,Left-hand bat,"November 21, 1870, Glen Osmond, Adelaide, South Australia",,
86,4899,Leonard Stuart Darling,,,,,,,,,,,0.0,3.0,85.0,12.0,474.0,Left-hand bat,"August 14, 1909, South Yarra, Melbourne, Victoria",Right-arm medium,
87,4900,Warrick Maxwell Darling,0.0,1.0,74.0,18.0,363.0,,,,,,0.0,6.0,91.0,14.0,697.0,Right-hand bat,"May 1, 1957, Waikerie, South Australia",,
88,4902,Alan Keith Davidson,,,,,,,,,,,0.0,5.0,80.0,44.0,1328.0,Left-hand bat,"June 14, 1929, Lisarow, Gosford, New South Wales",Left-arm fast-medium,
89,4916,Ian Charles Davis,0.0,0.0,11.0,3.0,12.0,,,,,,1.0,4.0,105.0,15.0,692.0,Right-hand bat,"June 25, 1953, North Sydney, New South Wales",,
90,4923,Simon Peter Davis,0.0,0.0,6.0,39.0,20.0,,,,,,0.0,0.0,0.0,1.0,0.0,Right-hand bat,"November 8, 1959, Brighton, Victoria",Right-arm fast-medium,
91,4932,James Harry de Courcy,,,,,,,,,,,0.0,0.0,41.0,3.0,81.0,Right-hand bat,"April 18, 1927, Newcastle, New South Wales",Legbreak,
92,4937,Anthony Ross Dell,,,,,,,,,,,0.0,0.0,3.0,2.0,6.0,Right-hand bat,"August 6, 1947, Lymington, Hampshire, England",Left-arm fast-medium,
93,4951,Michael James Di Venuto,0.0,2.0,89.0,9.0,241.0,,,,,,,,,,,Left-hand bat,"December 12, 1973, Hobart, Tasmania","Right-arm medium, Legbreak googly",Opening batsman
94,4964,Anthony Ian Christopher Dodemaide,0.0,0.0,30.0,24.0,124.0,,,,,,0.0,1.0,50.0,10.0,202.0,Right-hand bat,"October 5, 1963, Williamstown, Melbourne, Victoria",Right-arm fast-medium,
95,4969,Henry Donnan,,,,,,,,,,,0.0,0.0,15.0,5.0,75.0,Right-hand bat,"November 12, 1864, Liverpool, New South Wales",Right-arm medium,
96,4971,Bruce Dooland,,,,,,,,,,,0.0,0.0,29.0,3.0,76.0,Right-hand bat,"November 1, 1923, Cowandilla, Adelaide, South Australia",Legbreak googly,
97,4985,Reginald Alexander Duff,,,,,,,,,,,2.0,6.0,146.0,22.0,1317.0,Right-hand bat,"August 17, 1878, Botanic Gardens, Macquarie, Sydney, New South Wales",Right-arm medium,
98,4992,John Ross Frederick Duncan,,,,,,,,,,,0.0,0.0,3.0,1.0,3.0,Right-hand bat,"March 25, 1944, Herston, Brisbane, Queensland",Right-arm fast-medium,
99,4996,Gregory Charles Dyer,0.0,0.0,45.0,23.0,174.0,,,,,,0.0,1.0,60.0,6.0,131.0,Right-hand bat,"March 16, 1959, Parramatta, Sydney, New South Wales",,
100,4999,Geoffrey Dymock,0.0,0.0,14.0,15.0,35.0,,,,,,0.0,0.0,31.0,21.0,236.0,Left-hand bat,"July 21, 1945, Maryborough, Queensland",Left-arm fast-medium,
101,5001,John Dyson,0.0,4.0,79.0,29.0,755.0,,,,,,2.0,5.0,127.0,30.0,1359.0,Right-hand bat,"June 11, 1954, Kogarah, Sydney, New South Wales",,Opening batsman
102,5017,Xavier John Doherty,0.0,0.0,15.0,60.0,101.0,0.0,0.0,9.0,11.0,18.0,0.0,0.0,18.0,4.0,51.0,Left-hand bat,"November 22, 1982, Scottsdale, Tasmania",Slow left-arm orthodox,Bowler
103,5112,Brett Raymond Dorey,0.0,0.0,2.0,4.0,2.0,,,,,,,,,,,Right-hand bat,"October 3, 1977, East Fremantle, Western Australia",Right-arm fast-medium,Bowler
104,5115,Charles John Eady,,,,,,,,,,,0.0,0.0,10.0,2.0,20.0,Right-hand bat,"October 29, 1870, Hobart, Tasmania",Right-arm fast,
105,5117,Kenneth Humphrey Eastwood,,,,,,,,,,,0.0,0.0,5.0,1.0,5.0,Left-hand bat,"November 23, 1935, Chatswood, Sydney, New South Wales",Slow left-arm chinaman,
106,5119,Hans Irvine Ebeling,,,,,,,,,,,0.0,0.0,41.0,1.0,43.0,Right-hand bat,"January 1, 1905, Avoca, Victoria",Right-arm fast-medium,
107,5122,John Dunlop Edwards,,,,,,,,,,,0.0,0.0,26.0,3.0,48.0,Right-hand bat,"June 12, 1860, Prahran, Melbourne, Victoria",Legbreak,
108,5124,Ross Edwards,0.0,3.0,80.0,9.0,255.0,,,,,,2.0,9.0,170.0,20.0,1171.0,Right-hand bat,"December 1, 1942, Cottesloe, Perth, Western Australia",,
109,5126,Walter John Edwards,0.0,0.0,2.0,1.0,2.0,,,,,,0.0,0.0,30.0,3.0,68.0,Left-hand bat,"December 23, 1949, Subiaco, Perth, Western Australia",Legbreak,
110,5130,Matthew Thomas Gray Elliott,0.0,0.0,1.0,1.0,1.0,,,,,,3.0,4.0,199.0,21.0,1172.0,Left-hand bat,"September 28, 1971, Chelsea, Victoria",Left-arm medium,Opening batsman
111,5139,Philip Allen Emery,0.0,0.0,11.0,1.0,11.0,,,,,,0.0,0.0,8.0,1.0,8.0,Left-hand bat,"June 25, 1964, St Ives, New South Wales",,
112,5140,Sidney Hand Emery,,,,,,,,,,,0.0,0.0,5.0,4.0,6.0,Right-hand bat,"October 15, 1885, Macdonald Town, Sydney, New South Wales",Legbreak googly,
113,5143,Edwin Evans,,,,,,,,,,,0.0,0.0,33.0,6.0,82.0,Right-hand bat,"March 26, 1849, Emu Plains, New South Wales",Right-arm slow,
114,5209,Alan Geoffrey Fairfax,,,,,,,,,,,0.0,4.0,65.0,10.0,410.0,Right-hand bat,"June 16, 1906, Summer Hill, Sydney, New South Wales",Right-arm fast-medium,
115,5220,Leslie Ernest Favell,,,,,,,,,,,1.0,5.0,101.0,19.0,757.0,Right-hand bat,"October 6, 1929, Arncliffe, New South Wales",Right-arm medium,
116,5225,John James Ferris,,,,,,,,,,,0.0,0.0,20.0,9.0,114.0,Left-hand bat,"May 21, 1867, Sydney, New South Wales",Left-arm bowler,
117,5229,John Henry Webb Fingleton,,,,,,,,,,,5.0,3.0,136.0,18.0,1189.0,Right-hand bat,"April 28, 1908, Waverley, Sydney, New South Wales",,
118,5236,Callum James Ferguson,0.0,5.0,71.0,30.0,663.0,0.0,0.0,8.0,3.0,16.0,0.0,0.0,3.0,1.0,4.0,Right-hand bat,"November 21, 1984, North Adelaide, South Australia",Right-arm medium,Middle-order batsman
119,5239,Damien William Fleming,0.0,0.0,29.0,88.0,152.0,,,,,,0.0,2.0,71.0,20.0,305.0,Right-hand bat,"April 24, 1970, Bentley, Perth, Western Australia",Right-arm fast-medium,
120,5253,Bruce Colin Francis,,,,,,,,,,,0.0,0.0,27.0,3.0,52.0,Right-hand bat,"February 18, 1948, Mosman, Sydney, New South Wales",Right-arm medium,
121,5258,Eric Walter Freeman,,,,,,,,,,,0.0,2.0,76.0,11.0,345.0,Right-hand bat,"July 13, 1944, Semaphore, Adelaide, South Australia",Right-arm fast-medium,
122,5325,Frederick Alfred William Freer,,,,,,,,,,,0.0,0.0,28.0,1.0,28.0,Right-hand bat,"December 4, 1915, North Carlton, Melbourne, Victoria",Right-arm fast-medium,
123,5327,Leslie O'Brien Fleetwood-Smith,,,,,,,,,,,0.0,0.0,16.0,10.0,54.0,Right-hand bat,"March 30, 1908, Stawell, Victoria",Slow left-arm chinaman,
124,5334,Aaron James Finch,13.0,21.0,153.0,109.0,4052.0,2.0,9.0,172.0,52.0,1671.0,0.0,2.0,62.0,5.0,278.0,Right-hand bat,"November 17, 1986, Colac, Victoria",Slow left-arm orthodox,Top-order batsman
125,5358,John Bryant Gannon,,,,,,,,,,,0.0,0.0,3.0,3.0,3.0,Right-hand bat,"February 8, 1947, Subiaco, Perth, Western Australia",Left-arm fast-medium,
126,5364,Thomas William Garrett,,,,,,,,,,,0.0,1.0,51.0,19.0,339.0,Right-hand bat,"July 26, 1858, Wollongong, New South Wales",Right-arm fast-medium,
127,5372,Ronald Arthur Gaunt,,,,,,,,,,,0.0,0.0,3.0,3.0,6.0,Left-hand bat,"February 26, 1934, York, Western Australia",Right-arm fast,
128,5375,Donald Raeburn Algernon Gehrs,,,,,,,,,,,0.0,2.0,67.0,6.0,221.0,Right-hand bat,"November 29, 1880, Port Victor, South Australia",Legbreak,
129,5382,George Giffen,,,,,,,,,,,1.0,6.0,161.0,31.0,1238.0,Right-hand bat,"March 27, 1859, Norwood, Adelaide, South Australia",Right-arm medium,
130,5383,Walter Frank Giffen,,,,,,,,,,,0.0,0.0,3.0,3.0,11.0,Right-hand bat,"September 20, 1861, Norwood, Adelaide, South Australia",,
131,5385,David Robert Gilbert,0.0,0.0,8.0,14.0,39.0,,,,,,0.0,0.0,15.0,9.0,57.0,Right-hand bat,"December 29, 1960, Darlinghurst, Sydney, New South Wales",Right-arm fast-medium,
132,5390,Adam Craig Gilchrist,16.0,55.0,172.0,287.0,9619.0,0.0,0.0,48.0,13.0,272.0,17.0,26.0,204.0,96.0,5570.0,Left-hand bat,"November 14, 1971, Bellingen, New South Wales",Right-arm offbreak,Wicketkeeper batsman
133,5392,Jason Neil Gillespie,0.0,0.0,44.0,97.0,289.0,0.0,0.0,24.0,1.0,24.0,1.0,2.0,201.0,71.0,1218.0,Right-hand bat,"April 19, 1975, Darlinghurst, Sydney, New South Wales",Right-arm fast,Bowler
134,5396,Gary John Gilmour,0.0,0.0,28.0,5.0,42.0,,,,,,1.0,3.0,101.0,15.0,483.0,Left-hand bat,"June 26, 1951, Waratah, New South Wales",Left-arm fast-medium,
135,5398,John William Gleeson,,,,,,,,,,,0.0,0.0,45.0,29.0,395.0,Right-hand bat,"March 14, 1938, Kyogle, New South Wales",Legbreak googly,
136,5420,Shaun Francis Graf,0.0,0.0,8.0,11.0,24.0,,,,,,,,,,,Right-hand bat,"May 19, 1957, Somerville, Melbourne, Victoria",Right-arm fast-medium,
137,5422,Henry Graham,,,,,,,,,,,2.0,0.0,107.0,6.0,301.0,Right-hand bat,"November 22, 1870, Carlton, Melbourne, Victoria",Legbreak,
138,5432,David William Gregory,,,,,,,,,,,0.0,0.0,43.0,3.0,60.0,Right-hand bat,"April 15, 1845, Fairy Meadow, New South Wales",,
139,5433,Edward James Gregory,,,,,,,,,,,0.0,0.0,11.0,1.0,11.0,Right-hand bat,"May 29, 1839, Waverley, Sydney, New South Wales",,
140,5435,Jack Morrison Gregory,,,,,,,,,,,2.0,7.0,119.0,24.0,1146.0,Left-hand bat,"August 14, 1895, North Sydney, New South Wales",Right-arm fast,
141,5436,Ross Gerald Gregory,,,,,,,,,,,0.0,2.0,80.0,2.0,153.0,Right-hand bat,"February 28, 1916, Murchison, Victoria",Legbreak,
142,5438,Sydney Edward Gregory,,,,,,,,,,,4.0,8.0,201.0,58.0,2282.0,Right-hand bat,"April 14, 1870, Moore Park, Randwick, Sydney, New South Wales",Right-arm bowler,
143,5443,Clarence Victor Grimmett,,,,,,,,,,,0.0,1.0,50.0,37.0,557.0,Right-hand bat,"December 25, 1891, Caversham, Dunedin, Otago, New Zealand",Legbreak googly,
144,5446,Thomas Underwood Groube,,,,,,,,,,,0.0,0.0,11.0,1.0,11.0,Right-hand bat,"September 2, 1857, New Plymouth, Taranaki, New Zealand",Right-arm medium,
145,5449,Arthur Theodore Wallace Grout,,,,,,,,,,,0.0,3.0,74.0,51.0,890.0,Right-hand bat,"March 30, 1927, Mackay, Queensland",,
