id,label,ltable_id,ltable_full_name,ltable_bat_odis_100,ltable_bat_odis_50,ltable_bat_odis_hs,ltable_bat_odis_mat,ltable_bat_odis_runs,ltable_bat_t20is_100,ltable_bat_t20is_50,ltable_bat_t20is_hs,ltable_bat_t20is_mat,ltable_bat_t20is_runs,ltable_bat_tests_100,ltable_bat_tests_50,ltable_bat_tests_hs,ltable_bat_tests_mat,ltable_bat_tests_runs,ltable_batting_style,ltable_born,ltable_bowling_style,ltable_playing_role,rtable_id,rtable_full_name,rtable_bat_odis_100,rtable_bat_odis_50,rtable_bat_odis_hs,rtable_bat_odis_mat,rtable_bat_odis_runs,rtable_bat_t20is_100,rtable_bat_t20is_50,rtable_bat_t20is_hs,rtable_bat_t20is_mat,rtable_bat_t20is_runs,rtable_bat_tests_100,rtable_bat_tests_50,rtable_bat_tests_hs,rtable_bat_tests_mat,rtable_bat_tests_runs,rtable_batting_style,rtable_born,rtable_bowling_style,rtable_playing_role
1201,1,978,Trevor Madondo,0.0,1.0,71.0,13.0,191.0,,,,,,0.0,1.0,74.0,3.0,90.0,Right Handed Bat,"Nov 22, 1976|Mount Darwin, Mashonaland",Right-arm medium,--,4096,Trevor Nyasha Madondo,0.0,1.0,71.0,13.0,191.0,,,,,,0.0,1.0,74.0,3.0,90.0,Right-hand bat,"November 22, 1976, Mount Darwin, Mashonaland",Right-arm medium,
2067,1,1850,David Colley,,,,1.0,,,,,,,0.0,1.0,54.0,3.0,84.0,Right Handed Bat,"Mar 15, 1947|Mosman, Sydney, New South Wales",Right-arm fast-medium,--,65,David John Colley,,,,1.0,,,,,,,0.0,1.0,54.0,3.0,84.0,Right-hand bat,"March 15, 1947, Mosman, Sydney, New South Wales",Right-arm fast-medium,
1290,1,762,Kyle Jarvis,0.0,0.0,37.0,41.0,153.0,0.0,0.0,9.0,13.0,10.0,0.0,0.0,25.0,12.0,126.0,Right Handed Bat,"Feb 16, 1989|Harare",Right-arm fast,Bowler,4701,Kyle Malcolm Jarvis,0.0,0.0,37.0,41.0,153.0,0.0,0.0,9.0,14.0,10.0,0.0,0.0,25.0,12.0,126.0,Right-hand bat,"February 16, 1989, Harare",Right-arm fast-medium,Bowler
497,1,2790,Murray Chapple,,,,,,,,,,,0.0,3.0,76.0,14.0,497.0,Right Handed Bat,"Jul 25, 1930|Christchurch, Canterbury",Left-arm medium,--,1729,Murray Ernest Chapple,,,,,,,,,,,0.0,3.0,76.0,14.0,497.0,Right-hand bat,"July 25, 1930, Christchurch, Canterbury",Left-arm medium,
385,1,3393,Nuwan Pradeep,0.0,0.0,7.0,34.0,27.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,28.0,132.0,Right Handed Bat,"Oct 19, 1986|--",Right-arm fast-medium,Bowler,4677,Aththachchi Nuwan Pradeep Roshan Fernando,0.0,0.0,7.0,34.0,27.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,28.0,132.0,Right-hand bat,"October 19, 1986, Negombo",Right-arm fast-medium,Bowler
27,1,3272,Charlie Griffith,,,,,,,,,,,0.0,1.0,54.0,28.0,530.0,Right Handed Bat,"Dec 14, 1938|Pie Corner, St Lucy, Barbados",Right-arm fast,--,2899,Charles Christopher Griffith,,,,,,,,,,,0.0,1.0,54.0,28.0,530.0,Right-hand bat,"December 14, 1938, Pie Corner, St Lucy, Barbados",Right-arm fast,
369,1,3398,Manoj Cheruparambil,0.0,0.0,30.0,2.0,30.0,,,,,,,,,,,Right Handed Bat,"Oct 24, 1979|Trichur (now Thrissur), Kerala, India",Right-arm medium,--,1201,Manoj Cheruparambil,0.0,0.0,30.0,2.0,30.0,,,,,,,,,,,Right-hand bat,"October 24, 1979, Trichur (now Thrissur), Kerala, India",Right-arm medium,
2546,1,1375,Brendon Bracewell,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,8.0,6.0,24.0,Right Handed Bat,"Sep 14, 1959|Auckland",Right-arm medium,--,1709,Brendon Paul Bracewell,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,8.0,6.0,24.0,Right-hand bat,"September 14, 1959, Auckland",Right-arm medium,
2152,1,1885,Andrew Hilditch,0.0,1.0,72.0,8.0,226.0,,,,,,2.0,6.0,119.0,18.0,1073.0,Right Handed Bat,"May 20, 1956|North Adelaide, South Australia",Right-arm medium,--,167,Andrew Mark Jefferson Hilditch,0.0,1.0,72.0,8.0,226.0,,,,,,2.0,6.0,119.0,18.0,1073.0,Right-hand bat,"May 20, 1956, North Adelaide, South Australia",Right-arm medium,Opening batsman
666,1,2713,Hemant Kanitkar,,,,,,,,,,,0.0,1.0,65.0,2.0,111.0,Right Handed Bat,"Dec 08, 1942|Amravati, Maharashtra",,--,1484,Hemant Shamsunder Kanitkar,,,,,,,,,,,0.0,1.0,65.0,2.0,111.0,Right-hand bat,"December 8, 1942, Amravati, Maharashtra",,
2832,1,223,Syed Rasel,0.0,0.0,15.0,52.0,81.0,0.0,0.0,6.0,8.0,7.0,0.0,0.0,19.0,6.0,37.0,Left Handed Bat,"Jul 03, 1984|Jessore",Left-arm fast-medium,Bowler,4227,Syed Rasel,0.0,0.0,15.0,52.0,81.0,0.0,0.0,6.0,8.0,7.0,0.0,0.0,19.0,6.0,37.0,Left-hand bat,"July 3, 1984, Jessore",Left-arm medium-fast,
3027,1,2386,Fred Rumsey,,,,,,,,,,,0.0,0.0,21.0,5.0,30.0,Right Handed Bat,"Dec 04, 1935|Stepney, London",Left-arm fast-medium,--,957,Frederick Edward Rumsey,,,,,,,,,,,0.0,0.0,21.0,5.0,30.0,Right-hand bat,"December 4, 1935, Stepney, London",Left-arm fast-medium,
2258,1,1806,Jimmy Cook,0.0,0.0,35.0,4.0,67.0,,,,,,0.0,0.0,43.0,3.0,107.0,Right Handed Bat,"Jul 31, 1953|Johannesburg, Transvaal",Right-arm offbreak,--,2308,Stephen James Cook,0.0,0.0,35.0,4.0,67.0,,,,,,0.0,0.0,43.0,3.0,107.0,Right-hand bat,"July 31, 1953, Johannesburg, Transvaal",Right-arm offbreak,
996,1,724,Ryan Austin,,,,,,,,,,,0.0,0.0,19.0,2.0,39.0,Right Handed Bat,"Nov 15, 1981|Arima, Trinidad",Right-arm offbreak,Bowler,2785,Ryan Anthony Austin,,,,,,,,,,,0.0,0.0,19.0,2.0,39.0,Right-hand bat,"November 15, 1981, Arima, Trinidad",Right-arm offbreak,Bowler
3078,1,2405,Mike Denness,0.0,1.0,66.0,12.0,264.0,,,,,,4.0,7.0,188.0,28.0,1667.0,Right Handed Bat,"Dec 01, 1940|Bellshill, Lanarkshire, Scotland",,--,600,Michael Henry Denness,0.0,1.0,66.0,12.0,264.0,,,,,,4.0,7.0,188.0,28.0,1667.0,Right-hand bat,"December 1, 1940, Bellshill, Lanarkshire, Scotland",,
2792,1,2203,Ted Bowley,,,,,,,,,,,1.0,0.0,109.0,5.0,252.0,Right Handed Bat,"Jun 06, 1890|Leatherhead, Surrey",Right-arm legbreak,--,523,Edward Henry Bowley,,,,,,,,,,,1.0,0.0,109.0,5.0,252.0,Right-hand bat,"June 6, 1890, Leatherhead, Surrey",Legbreak,
3907,0,3617,James Muirhead,,,,,,0.0,0.0,3.0,5.0,4.0,,,,,,Right Handed Bat,"Jul 30, 1993|--",Right-arm legbreak,Bowler,5166,James Matthew Muirhead,,,,,,0.0,0.0,3.0,5.0,4.0,,,,,,Right-hand bat,"July 30, 1993, Altona, Victoria",Legbreak,Bowler
3208,1,2003,Walter Read,,,,,,,,,,,1.0,5.0,117.0,18.0,720.0,Right Handed Bat,"Nov 23, 1855|Reigate, Surrey",,--,938,Walter William Read,,,,,,,,,,,1.0,5.0,117.0,18.0,720.0,Right-hand bat,"November 23, 1855, Reigate, Surrey","Right-arm fast (roundarm), Right-arm slow (underarm)",
2878,1,2477,Wilf Slack,0.0,0.0,34.0,2.0,43.0,,,,,,0.0,1.0,52.0,3.0,81.0,Left Handed Bat,"Dec 12, 1954|Troumaca, St Vincent",Right-arm medium,--,987,Wilfred Norris Slack,0.0,0.0,34.0,2.0,43.0,,,,,,0.0,1.0,52.0,3.0,81.0,Left-hand bat,"December 12, 1954, Troumaca, St Vincent",Right-arm medium,
1645,1,42,Lakshmipathy Balaji,0.0,0.0,21.0,30.0,120.0,,,,5.0,,0.0,0.0,31.0,8.0,51.0,Right Handed Bat,"Sep 27, 1981|Madras (now Chennai), Tamil Nadu",Right-arm fast-medium,Bowler,1394,Lakshmipathy Balaji,0.0,0.0,21.0,30.0,120.0,,,,5.0,,0.0,0.0,31.0,8.0,51.0,Right-hand bat,"September 27, 1981, Madras (now Chennai), Tamil Nadu",Right-arm medium-fast,Bowler
440,1,3495,James Ngoche,0.0,0.0,21.0,18.0,35.0,0.0,0.0,2.0,7.0,4.0,,,,,,Right Handed Bat,"Jan 29, 1988|--",Right-arm offbreak,Bowler,4613,James Otieno Ngoche,0.0,0.0,21.0,17.0,35.0,0.0,0.0,2.0,7.0,4.0,,,,,,Right-hand bat,"January 29, 1988, Nairobi, Kenya",Right-arm offbreak,Bowler
2263,1,1810,Brett Schultz,,,,1.0,,,,,,,0.0,0.0,6.0,9.0,9.0,Left Handed Bat,"Aug 26, 1970|East London, Cape Province",Left-arm fast,--,2522,Brett Nolan Schultz,,,,1.0,,,,,,,0.0,0.0,6.0,9.0,9.0,Left-hand bat,"August 26, 1970, East London, Cape Province",Left-arm fast,
1384,1,3873,Tinashe Kamunhukamwe,0.0,0.0,34.0,2.0,37.0,,,,,,,,,,,Right Handed Bat,"Jul 10, 1995|--",Right-arm offbreak,Batsman,5356,Tinashe Stephen Kamunhukamwe,0.0,0.0,34.0,2.0,37.0,,,,,,,,,,,Right-hand bat,"July 10, 1995, Chitungwiza",Right-arm offbreak,Opening batsman
2121,1,1818,Steven Jack,0.0,0.0,6.0,2.0,7.0,,,,,,0.0,0.0,7.0,2.0,7.0,Right Handed Bat,"Aug 04, 1970|Durban, Natal",Right-arm fast,--,2398,Steven Douglas Jack,0.0,0.0,6.0,2.0,7.0,,,,,,0.0,0.0,7.0,2.0,7.0,Right-hand bat,"August 4, 1970, Durban, Natal",Right-arm fast,
2796,1,2205,Les Ames,,,,,,,,,,,8.0,7.0,149.0,47.0,2434.0,Right Handed Bat,"Dec 03, 1905|Elham, Kent",Right-arm legbreak,--,467,Leslie Ethelbert George Ames,,,,,,,,,,,8.0,7.0,149.0,47.0,2434.0,Right-hand bat,"December 3, 1905, Elham, Kent",Legbreak,
3599,1,2896,Farrukh Zaman,,,,,,,,,,,,,,1.0,,Right Handed Bat,"Apr 02, 1956|Peshawar, North-West Frontier Province",Left-arm orthodox,--,2033,Farrukh Zaman,,,,,,,,,,,,,,1.0,,Right-hand bat,"April 2, 1956, Peshawar, North-West Frontier Province",Slow left-arm orthodox,
3895,0,3594,Chadd Sayers,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,Right Handed Bat,"Aug 31, 1987|--",Right-arm medium,Bowler,4430,Chadd James Sayers,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,Right-hand bat,"August 31, 1987",Right-arm medium,Bowler
840,1,2909,Qaiser Abbas,,,,,,,,,,,0.0,0.0,2.0,1.0,2.0,Left Handed Bat,"May 07, 1982|Muridke, Punjab",Left-arm orthodox,Batting Allrounder,2153,Qaiser Abbas,,,,,,,,,,,0.0,0.0,2.0,1.0,2.0,Left-hand bat,"May 7, 1982, Muridke, Punjab",Slow left-arm orthodox,
1575,1,3772,Kyle Abbott,0.0,0.0,23.0,28.0,76.0,0.0,0.0,9.0,21.0,23.0,0.0,0.0,17.0,11.0,95.0,Right Handed Bat,"Jun 18, 1987|Empangeni, KwaZulu-Natal",Right-arm fast-medium,Bowler,4542,Kyle John Abbott,0.0,0.0,23.0,28.0,76.0,0.0,0.0,9.0,21.0,23.0,0.0,0.0,17.0,11.0,95.0,Right-hand bat,"June 18, 1987, Empangeni, KwaZulu-Natal",Right-arm fast-medium,Bowler
2745,1,1337,Amit Bhandari,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,Right Handed Bat,"Oct 01, 1978|Delhi",Right-arm fast-medium,--,1401,Amit Bhandari,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,Right-hand bat,"October 1, 1978, Delhi",Right-arm fast-medium,
2347,1,1130,Tahir Naqqash,0.0,1.0,61.0,40.0,210.0,,,,,,0.0,1.0,57.0,15.0,300.0,Right Handed Bat,"Jun 06, 1959|Lahore, Punjab",,--,2211,Tahir Naqqash,0.0,1.0,61.0,40.0,210.0,,,,,,0.0,1.0,57.0,15.0,300.0,Right-hand bat,"June 6, 1959, Lahore, Punjab",Right-arm fast-medium,
1443,1,3949,Mason Crane,,,,,,,,,2.0,,0.0,0.0,4.0,1.0,6.0,Right Handed Bat,"Feb 18, 1997|Shoreham-by-Sea, Sussex",Right-arm legbreak,Bowler,5323,Mason Sidney Crane,,,,,,,,,2.0,,0.0,0.0,4.0,1.0,6.0,Right-hand bat,"February 18, 1997, Shoreham-by-Sea, Sussex",Legbreak,Bowler
3080,1,2258,Denis Compton,,,,,,,,,,,17.0,28.0,278.0,78.0,5807.0,Right Handed Bat,"May 23, 1918|Hendon, Middlesex",Left-arm chinaman,--,571,Denis Charles Scott Compton,,,,,,,,,,,17.0,28.0,278.0,78.0,5807.0,Right-hand bat,"May 23, 1918, Hendon, Middlesex",Slow left-arm chinaman,
1067,1,532,Nadeem Ahmed,0.0,0.0,14.0,25.0,67.0,0.0,0.0,10.0,24.0,34.0,,,,,,Right Handed Bat,"Sep 28, 1987|Bahawalpur",Left-arm orthodox,Bowler,1210,Nadeem Ahmed,0.0,0.0,14.0,25.0,67.0,0.0,0.0,10.0,24.0,34.0,,,,,,Right-hand bat,"September 28, 1987, Bahawalpur",Slow left-arm orthodox,Bowler
828,1,2908,Naved Ashraf,,,,,,,,,,,0.0,0.0,32.0,2.0,64.0,Right Handed Bat,"Sep 04, 1974|Rawalpindi, Punjab",Right-arm medium,--,2141,Mohammad Naved Ashraf Qureshi,,,,,,,,,,,0.0,0.0,32.0,2.0,64.0,Right-hand bat,"September 4, 1974, Rawalpindi, Punjab",Right-arm medium,
452,1,3505,Jason Behrendorff,0.0,0.0,6.0,6.0,7.0,,,,7.0,,,,,,,Right Handed Bat,"Apr 20, 1990|Camden, New South Wales",Left-arm fast-medium,Bowler,4461,Jason Paul Behrendorff,0.0,0.0,6.0,6.0,7.0,,,,7.0,,,,,,,Right-hand bat,"April 20, 1990, Camden, New South Wales",Left-arm fast-medium,Bowler
1729,1,4032,Alzarri Joseph,0.0,0.0,29.0,15.0,104.0,,,,,,0.0,0.0,34.0,9.0,84.0,Right Handed Bat,"Nov 20, 1996|Antigua",Right-arm fast-medium,Bowler,5328,Alzarri Shaheim Joseph,0.0,0.0,29.0,16.0,104.0,,,,,,0.0,0.0,34.0,9.0,84.0,Right-hand bat,"November 20, 1996, Antigua",Right-arm fast-medium,Bowler
709,1,3060,Chuck Fleetwood-Smith,,,,,,,,,,,0.0,0.0,16.0,10.0,54.0,Right Handed Bat,"Mar 30, 1908|Stawell, Victoria",Left-arm chinaman,--,123,Leslie O'Brien Fleetwood-Smith,,,,,,,,,,,0.0,0.0,16.0,10.0,54.0,Right-hand bat,"March 30, 1908, Stawell, Victoria",Slow left-arm chinaman,
2428,1,1034,Mahes Goonatilleke,0.0,0.0,14.0,6.0,31.0,,,,,,0.0,1.0,56.0,5.0,177.0,Right Handed Bat,"Aug 16, 1952|Kegalle",,--,2660,Hettiarachige Mahes Goonatilleke,0.0,0.0,14.0,6.0,31.0,,,,,,0.0,1.0,56.0,5.0,177.0,Right-hand bat,"August 16, 1952, Kegalle",,
2882,1,2146,Harry Howell,,,,,,,,,,,0.0,0.0,5.0,5.0,15.0,Right Handed Bat,"Nov 29, 1890|Hockley, Birmingham, Warwickshire",Right-arm fast,--,738,Henry Howell,,,,,,,,,,,0.0,0.0,5.0,5.0,15.0,Right-hand bat,"November 29, 1890, Hockley, Birmingham, Warwickshire",Right-arm fast,
1718,1,4019,Karim Janat,0.0,0.0,9.0,1.0,9.0,0.0,0.0,25.0,16.0,109.0,,,,,,Right Handed Bat,"Aug 11, 1998|Kabul",Right-arm medium,Bowler,5391,Karim Janat,0.0,0.0,9.0,1.0,9.0,0.0,0.0,25.0,16.0,109.0,,,,,,Right-hand bat,"August 11, 1998, Kabul",Right-arm medium,Bowling allrounder
1649,1,454,Trevin Bastiampillai,0.0,0.0,49.0,13.0,175.0,,,,2.0,,,,,,,Right Handed Bat,"Oct 26, 1985|Sri Lanka",Right-arm offbreak,Batsman,1191,Trevin Callistus Bastiampillai,0.0,0.0,49.0,13.0,175.0,,,,2.0,,,,,,,Right-hand bat,"October 26, 1985, Sri Lanka",Right-arm offbreak,Batsman
3430,1,2068,Teddy Wynyard,,,,,,,,,,,0.0,0.0,30.0,3.0,72.0,Right Handed Bat,"Apr 01, 1861|Saharanpur, Uttar Pradesh, India",,--,1130,Edward George Wynyard,,,,,,,,,,,0.0,0.0,30.0,3.0,72.0,Right-hand bat,"April 1, 1861, Saharanpur, Uttar Pradesh, India",,
4043,0,2118,Sir Jack Hobbs,,,,,,,,,,,15.0,28.0,211.0,61.0,5410.0,Right Handed Bat,"Dec 16, 1882|Cambridge",Right-arm medium,--,725,John Berry Hobbs,,,,,,,,,,,15.0,28.0,211.0,61.0,5410.0,Right-hand bat,"December 16, 1882, Cambridge",Right-arm medium,
1775,1,410,Henry Osinde,0.0,0.0,21.0,42.0,64.0,0.0,0.0,17.0,11.0,31.0,,,,,,Right Handed Bat,"Oct 17, 1978|Uganda",Right-arm fast-medium,Bowler,4265,Henry Osinde,0.0,0.0,21.0,42.0,64.0,0.0,0.0,17.0,11.0,31.0,,,,,,Right-hand bat,"October 17, 1978, Uganda",Right-arm medium-fast,Bowler
1266,1,799,Aasif Karim,0.0,1.0,53.0,34.0,228.0,,,,,,,,,,,Right Handed Bat,"Dec 15, 1963|Mombasa",Left-arm orthodox,--,1233,Aasif Yusuf Karim,0.0,1.0,53.0,34.0,228.0,,,,,,,,,,,Right-hand bat,"December 15, 1963, Mombasa",Slow left-arm orthodox,
1267,1,8,Shoaib Malik,9.0,44.0,143.0,282.0,7481.0,0.0,7.0,75.0,111.0,2263.0,3.0,8.0,245.0,35.0,1898.0,Right Handed Bat,"Feb 01, 1982|Sialkot, Punjab",Right-arm offbreak,Batting Allrounder,2192,Shoaib Malik,9.0,44.0,143.0,282.0,7481.0,0.0,7.0,75.0,111.0,2263.0,3.0,8.0,245.0,35.0,1898.0,Right-hand bat,"February 1, 1982, Sialkot, Punjab",Right-arm offbreak,Middle-order batsman
297,1,368,Dougie Brown,0.0,1.0,50.0,25.0,319.0,0.0,0.0,1.0,2.0,1.0,,,,,,Right Handed Bat,"Oct 29, 1969|Stirling, Scotland",Right-arm fast-medium,Captain,538,Douglas Robert Brown,0.0,1.0,50.0,25.0,319.0,0.0,0.0,1.0,2.0,1.0,,,,,,Right-hand bat,"October 29, 1969, Stirling, Scotland",Right-arm fast-medium,
3028,1,2336,Jim Parks,,,,,,,,,,,2.0,9.0,108.0,46.0,1962.0,Right Handed Bat,"Oct 21, 1931|Haywards Heath, Sussex",Right-arm legbreak,--,901,James Michael Parks,,,,,,,,,,,2.0,9.0,108.0,46.0,1962.0,Right-hand bat,"October 21, 1931, Haywards Heath, Sussex",Legbreak,
2284,1,1770,Peter Pollock,,,,,,,,,,,0.0,2.0,75.0,28.0,607.0,Right Handed Bat,"Jun 30, 1941|Pietermaritzburg, Natal",Right-arm fast,--,2486,Peter Maclean Pollock,,,,,,,,,,,0.0,2.0,75.0,28.0,607.0,Right-hand bat,"June 30, 1941, Pietermaritzburg, Natal",Right-arm fast,
662,1,271,Abdur Rehman,0.0,0.0,31.0,31.0,142.0,0.0,0.0,7.0,8.0,22.0,0.0,2.0,60.0,22.0,395.0,Left Handed Bat,"Mar 01, 1980|Sialkot, Punjab",Left-arm orthodox,Bowler,2016,Abdur Rehman,0.0,0.0,31.0,31.0,142.0,0.0,0.0,7.0,8.0,22.0,0.0,2.0,60.0,22.0,395.0,Left-hand bat,"March 1, 1980, Sialkot, Punjab",Slow left-arm orthodox,Bowler
890,1,2958,John Cottam,,,,,,,,,,,0.0,0.0,3.0,1.0,4.0,Right Handed Bat,"Sep 05, 1867|Strawberry Hills, New South Wales",Right-arm legbreak,--,74,John Thomas Cottam,,,,,,,,,,,0.0,0.0,3.0,1.0,4.0,Right-hand bat,"September 5, 1867, Strawberry Hills, New South Wales",Legbreak,
2967,1,2170,Frank Mann,,,,,,,,,,,0.0,2.0,84.0,5.0,281.0,Right Handed Bat,"Mar 03, 1888|Winchmore Hill, Middlesex",,--,836,Francis Thomas Mann,,,,,,,,,,,0.0,2.0,84.0,5.0,281.0,Right-hand bat,"March 3, 1888, Winchmore Hill, Middlesex",,
3768,1,3052,Leo O Brien,,,,,,,,,,,0.0,2.0,61.0,5.0,211.0,Left Handed Bat,"Jul 02, 1907|West Melbourne, Victoria",Right-arm medium,--,326,Leo Patrick Joseph O'Brien,,,,,,,,,,,0.0,2.0,61.0,5.0,211.0,Left-hand bat,"July 2, 1907, West Melbourne, Victoria",Right-arm medium,
3929,0,4076,Kyle Christie,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,Right Handed Bat,"Apr 20, 1993|Hong Kong",,Bowler,5521,Kyle Christie,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,Right-hand bat,Hong Kong,Right-arm medium-fast,
119,1,3153,Sam Gannon,,,,,,,,,,,0.0,0.0,3.0,3.0,3.0,Right Handed Bat,"Feb 08, 1947|Subiaco, Perth, Western Australia",Left-arm fast-medium,--,125,John Bryant Gannon,,,,,,,,,,,0.0,0.0,3.0,3.0,3.0,Right-hand bat,"February 8, 1947, Subiaco, Perth, Western Australia",Left-arm fast-medium,
1861,1,1585,Robert Gleeson,,,,,,,,,,,0.0,0.0,3.0,1.0,4.0,Right Handed Bat,"Dec 06, 1873|Port Elizabeth, Cape Province",Right-arm medium,--,2365,Robert Anthony Gleeson,,,,,,,,,,,0.0,0.0,3.0,1.0,4.0,Right-hand bat,"December 6, 1873, Port Elizabeth, Cape Province",Right-arm medium,
583,1,2687,Motganhalli Jaisimha,,,,,,,,,,,3.0,12.0,129.0,39.0,2056.0,Right Handed Bat,"Mar 03, 1939|Secunderabad, Andhra Pradesh",Right-arm offbreak,--,1472,Motganhalli Laxminarsu Jaisimha,,,,,,,,,,,3.0,12.0,129.0,39.0,2056.0,Right-hand bat,"March 3, 1939, Secunderabad, Andhra Pradesh",Right-arm offbreak,
2399,1,1179,Basit Ali,1.0,9.0,127.0,50.0,1265.0,,,,,,1.0,5.0,103.0,19.0,858.0,Right Handed Bat,"Dec 13, 1970|Karachi, Sind",Right-arm offbreak,--,2025,Basit Ali,1.0,9.0,127.0,50.0,1265.0,,,,,,1.0,5.0,103.0,19.0,858.0,Right-hand bat,"December 13, 1970, Karachi, Sind",Right-arm offbreak,
