label,ltable_id,rtable_id
0,25538,25538
0,20055,20055
0,27299,27299
1,11393,11393
0,33030,33030
0,20488,20488
0,13774,13774
0,8025,8025
0,22647,22647
1,10188,10188
0,34854,34854
0,16025,16025
0,1728,1728
0,2553,2553
0,13311,13311
0,21105,21105
0,25162,25162
0,29410,29410
0,11619,11619
0,5488,5488
0,28390,28390
0,7128,7128
0,5419,5419
0,9161,9161
0,18867,18867
0,31755,31755
0,16957,16957
0,12114,12114
0,29004,29004
0,30880,30880
0,17004,17004
1,16252,16252
0,19062,19062
0,28208,28208
0,17000,17000
0,10715,10715
0,13891,13891
0,36967,36967
0,28845,28845
0,29491,29491
0,40643,40643
0,10462,10462
0,3364,3364
0,37651,37651
0,34300,34300
0,4600,4600
0,14811,14811
0,29285,29285
0,17453,17453
0,26260,26260
0,36304,36304
1,20881,20881
0,26743,26743
1,33933,33933
0,24708,24708
0,20103,20103
0,23813,23813
0,28476,28476
0,9848,9848
0,33519,33519
0,6008,6008
0,21807,21807
0,35337,35337
0,33303,33303
0,29950,29950
0,41442,41442
0,11513,11513
0,11003,11003
0,36994,36994
0,13352,13352
0,3855,3855
1,674,674
0,17371,17371
0,27024,27024
1,40994,40994
0,414,414
0,13749,13749
0,22671,22671
0,38180,38180
0,13061,13061
0,39284,39284
0,5110,5110
0,39286,39286
0,40899,40899
0,27425,27425
0,37639,37639
0,8848,8848
0,15268,15268
0,14838,14838
0,33220,33220
0,10436,10436
0,22400,22400
0,6792,6792
0,29444,29444
0,4798,4798
0,5800,5800
0,35562,35562
1,23461,23461
0,398,398
0,450,450
0,23913,23913
0,15263,15263
0,33018,33018
0,29937,29937
0,8097,8097
0,28770,28770
0,30681,30681
0,23819,23819
0,1568,1568
0,6753,6753
1,34220,34220
0,37422,37422
0,21852,21852
0,3079,3079
1,16598,16598
0,1616,1616
0,26144,26144
1,12118,12118
0,27474,27474
0,27513,27513
0,5239,5239
0,10284,10284
0,7913,7913
0,25539,25539
0,16449,16449
0,34457,34457
0,23404,23404
0,31899,31899
0,41785,41785
0,9290,9290
0,41346,41346
0,6547,6547
0,7358,7358
0,18926,18926
0,30466,30466
0,27571,27571
0,36663,36663
1,25519,25519
0,15826,15826
0,13630,13630
0,5050,5050
0,35299,35299
0,11288,11288
0,20423,20423
0,39032,39032
0,38154,38154
0,17125,17125
1,8878,8878
0,37821,37821
0,38307,38307
0,8913,8913
0,41414,41414
0,16103,16103
0,25201,25201
0,30835,30835
0,4225,4225
0,23127,23127
1,28478,28478
0,29736,29736
0,13855,13855
0,22364,22364
0,9543,9543
0,8019,8019
0,22336,22336
0,443,443
0,36893,36893
0,32613,32613
0,39736,39736
0,30692,30692
1,8066,8066
0,4349,4349
0,17501,17501
0,1916,1916
0,5191,5191
1,34651,34651
0,29714,29714
0,28214,28214
0,25937,25937
0,39150,39150
0,42380,42380
0,9167,9167
1,30414,30414
0,15550,15550
0,13523,13523
0,12496,12496
0,4791,4791
0,1152,1152
0,37731,37731
0,550,550
0,38081,38081
0,7288,7288
0,41301,41301
0,15118,15118
0,18539,18539
1,31889,31889
0,41680,41680
0,29678,29678
0,42413,42413
0,4827,4827
0,7934,7934
0,424,424
0,13271,13271
0,12040,12040
0,16028,16028
0,21827,21827
0,5164,5164
0,27658,27658
0,32859,32859
0,20279,20279
0,24704,24704
0,37303,37303
0,7352,7352
1,10365,10365
0,11002,11002
1,33368,33368
0,29596,29596
0,22689,22689
0,31133,31133
0,2322,2322
0,27845,27845
0,21658,21658
0,30173,30173
0,25596,25596
0,19651,19651
0,29199,29199
0,39091,39091
0,11113,11113
0,27080,27080
0,5958,5958
0,3373,3373
0,17577,17577
0,15022,15022
0,29901,29901
0,30300,30300
1,36385,36385
0,33078,33078
0,2931,2931
0,4746,4746
0,18350,18350
0,30641,30641
0,8051,8051
0,26217,26217
0,3195,3195
0,37354,37354
1,9456,9456
0,6507,6507
0,8695,8695
1,24100,24100
0,15882,15882
0,19087,19087
0,3479,3479
0,13593,13593
0,13544,13544
0,17488,17488
0,18186,18186
0,31961,31961
0,25308,25308
0,4778,4778
0,9055,9055
0,14537,14537
0,20605,20605
0,19163,19163
0,4854,4854
1,9700,9700
0,20981,20981
0,31302,31302
0,28000,28000
0,34842,34842
0,22313,22313
0,660,660
0,42144,42144
1,2559,2559
0,6202,6202
0,32388,32388
0,5557,5557
0,20838,20838
0,37490,37490
0,39564,39564
0,15166,15166
0,4256,4256
0,32627,32627
0,31404,31404
0,30271,30271
0,20936,20936
0,10602,10602
1,23560,23560
0,34098,34098
0,13293,13293
0,23782,23782
0,7224,7224
1,12017,12017
0,32934,32934
0,14819,14819
0,2084,2084
0,19447,19447
0,28734,28734
0,27886,27886
0,27764,27764
0,10267,10267
0,6776,6776
1,2392,2392
0,40592,40592
0,35157,35157
1,42688,42688
0,38579,38579
0,22907,22907
0,21326,21326
0,30007,30007
0,24095,24095
0,35220,35220
0,32523,32523
0,12096,12096
0,13173,13173
0,8773,8773
0,17970,17970
1,41115,41115
0,10826,10826
0,11466,11466
0,37703,37703
0,2717,2717
0,28181,28181
0,25591,25591
0,30537,30537
0,33294,33294
0,11511,11511
0,13155,13155
0,3592,3592
0,20940,20940
0,721,721
0,17280,17280
0,24660,24660
0,19271,19271
0,11495,11495
0,28049,28049
0,3391,3391
0,11771,11771
0,17790,17790
0,6303,6303
0,32648,32648
0,32727,32727
0,23004,23004
0,21133,21133
0,20234,20234
0,25444,25444
0,12147,12147
0,16284,16284
0,17590,17590
0,26292,26292
0,31472,31472
0,30795,30795
0,10321,10321
0,22885,22885
0,25927,25927
0,40066,40066
0,4734,4734
1,23003,23003
0,25154,25154
0,25038,25038
0,5494,5494
1,29651,29651
0,29929,29929
0,27379,27379
0,35555,35555
0,21476,21476
1,4344,4344
0,4386,4386
0,38786,38786
1,27130,27130
0,30541,30541
0,32105,32105
0,27064,27064
0,6438,6438
0,16063,16063
0,17953,17953
0,13486,13486
0,18306,18306
0,38444,38444
0,11685,11685
0,36682,36682
0,10356,10356
0,23384,23384
0,6181,6181
1,2104,2104
0,27792,27792
0,24663,24663
0,11982,11982
1,11341,11341
0,40371,40371
0,8929,8929
0,34788,34788
0,4199,4199
0,13538,13538
0,4500,4500
0,41903,41903
0,41596,41596
0,31654,31654
0,40109,40109
0,4548,4548
0,41593,41593
0,12498,12498
0,435,435
0,8761,8761
0,5532,5532
0,18226,18226
0,32414,32414
0,23432,23432
0,33697,33697
0,11629,11629
0,20462,20462
0,3919,3919
1,1572,1572
1,6321,6321
0,35778,35778
0,2722,2722
0,13738,13738
1,2105,2105
0,24344,24344
0,9911,9911
0,21022,21022
0,9714,9714
1,12192,12192
0,20355,20355
0,16024,16024
0,15935,15935
0,6038,6038
0,17796,17796
0,23301,23301
0,29055,29055
1,35128,35128
0,25552,25552
0,39155,39155
0,19415,19415
0,20151,20151
0,1810,1810
0,35510,35510
0,31457,31457
0,29528,29528
0,25062,25062
0,5394,5394
0,11401,11401
0,1510,1510
0,30825,30825
0,5628,5628
0,31628,31628
0,12139,12139
0,39906,39906
1,37625,37625
0,31667,31667
1,18945,18945
0,31088,31088
0,27174,27174
0,31987,31987
0,4117,4117
0,24152,24152
0,8680,8680
0,17322,17322
0,2217,2217
0,39665,39665
0,31038,31038
1,35260,35260
0,20,20
0,36564,36564
0,32891,32891
0,23216,23216
0,32669,32669
0,32194,32194
0,39162,39162
1,33196,33196
0,25687,25687
0,32600,32600
0,17733,17733
0,24974,24974
0,40758,40758
0,5215,5215
0,35101,35101
0,12216,12216
0,33739,33739
0,23793,23793
0,15778,15778
0,2561,2561
0,5125,5125
0,18916,18916
0,14670,14670
1,25970,25970
0,3985,3985
0,37227,37227
1,3596,3596
0,878,878
0,13438,13438
0,20035,20035
0,35528,35528
0,29783,29783
0,10694,10694
0,36098,36098
0,17276,17276
0,27887,27887
0,9383,9383
0,30544,30544
0,18808,18808
0,39826,39826
0,5560,5560
0,36237,36237
0,18657,18657
0,10413,10413
0,42282,42282
0,15662,15662
1,27168,27168
0,11555,11555
0,28913,28913
0,14095,14095
0,23940,23940
0,8246,8246
0,41020,41020
0,13203,13203
0,29855,29855
0,26301,26301
0,36755,36755
0,15270,15270
0,30882,30882
0,3996,3996
0,20747,20747
0,5886,5886
0,27656,27656
0,31696,31696
0,34838,34838
0,16098,16098
0,40605,40605
0,11427,11427
1,27884,27884
1,33706,33706
0,18466,18466
0,32577,32577
1,11006,11006
0,42772,42772
0,41359,41359
0,21152,21152
1,9387,9387
0,5243,5243
0,9625,9625
0,37509,37509
0,9054,9054
0,11915,11915
0,41202,41202
0,36465,36465
0,42708,42708
0,42049,42049
0,10414,10414
0,22038,22038
0,9500,9500
0,36347,36347
0,19266,19266
0,9245,9245
0,35044,35044
0,14882,14882
0,19212,19212
0,42436,42436
0,31145,31145
0,9480,9480
0,42412,42412
0,31280,31280
0,35226,35226
0,27372,27372
0,16960,16960
0,15489,15489
0,3653,3653
0,40716,40716
0,34611,34611
0,21727,21727
0,16383,16383
0,9672,9672
0,7056,7056
0,36167,36167
0,27587,27587
1,9122,9122
0,40188,40188
0,7075,7075
0,23562,23562
0,2518,2518
0,35505,35505
0,19336,19336
0,6413,6413
0,10717,10717
0,304,304
0,29432,29432
0,37664,37664
1,6330,6330
0,8786,8786
0,4592,4592
0,19734,19734
0,14426,14426
0,18933,18933
0,27975,27975
0,12995,12995
0,12862,12862
0,39357,39357
0,24497,24497
0,33349,33349
1,3342,3342
0,6476,6476
0,42234,42234
0,16936,16936
0,1975,1975
0,29372,29372
0,29186,29186
0,2842,2842
0,6526,6526
0,28652,28652
1,17746,17746
0,29152,29152
0,31712,31712
1,33914,33914
0,11550,11550
0,3318,3318
0,37046,37046
0,42744,42744
0,26198,26198
1,27940,27940
0,4905,4905
0,15711,15711
0,17422,17422
0,13348,13348
0,22965,22965
0,37193,37193
0,38880,38880
0,22757,22757
0,19800,19800
0,14323,14323
0,7793,7793
0,37231,37231
1,3222,3222
1,12816,12816
0,12335,12335
0,29103,29103
0,37043,37043
0,34736,34736
0,25638,25638
1,17066,17066
0,1849,1849
0,39710,39710
0,1258,1258
0,6609,6609
0,7039,7039
0,34398,34398
0,4534,4534
0,20564,20564
0,30187,30187
0,29269,29269
0,11708,11708
0,19141,19141
0,6640,6640
0,28071,28071
0,2445,2445
0,23990,23990
0,2039,2039
0,26114,26114
1,35558,35558
0,16746,16746
0,20390,20390
0,6948,6948
0,30425,30425
0,20867,20867
0,18277,18277
0,19020,19020
1,39878,39878
0,33935,33935
0,42576,42576
1,13584,13584
0,6229,6229
0,26974,26974
0,27308,27308
0,16318,16318
0,19501,19501
0,10741,10741
0,8636,8636
0,13742,13742
0,39896,39896
0,22559,22559
0,41386,41386
0,22531,22531
0,40112,40112
0,12713,12713
1,655,655
0,33447,33447
0,7986,7986
1,36556,36556
0,30732,30732
0,27382,27382
0,8080,8080
1,4562,4562
0,13555,13555
0,18585,18585
0,11862,11862
0,6070,6070
0,41446,41446
0,11889,11889
0,10457,10457
0,10832,10832
0,29313,29313
0,42040,42040
0,15703,15703
1,19996,19996
0,8081,8081
0,9871,9871
0,17256,17256
0,4427,4427
0,41683,41683
1,36810,36810
0,36016,36016
0,24254,24254
1,25640,25640
0,17883,17883
0,40543,40543
0,15518,15518
0,2641,2641
0,17587,17587
0,32246,32246
0,17370,17370
0,25314,25314
0,67,67
0,38719,38719
0,20999,20999
1,23549,23549
1,32491,32491
1,41145,41145
0,19525,19525
0,30612,30612
0,14853,14853
0,5450,5450
0,21761,21761
1,21153,21153
0,34786,34786
0,40307,40307
0,25829,25829
1,7495,7495
1,35980,35980
0,24646,24646
0,8657,8657
0,3080,3080
0,42511,42511
0,30658,30658
0,17526,17526
0,2964,2964
0,31419,31419
0,28003,28003
0,27170,27170
0,25617,25617
0,36763,36763
0,17742,17742
0,22755,22755
0,41420,41420
0,29184,29184
1,41527,41527
0,9975,9975
0,42782,42782
0,29433,29433
0,17398,17398
0,15064,15064
0,4302,4302
0,16686,16686
0,12595,12595
0,35050,35050
0,4123,4123
1,34289,34289
0,41406,41406
0,39511,39511
1,15366,15366
0,8842,8842
0,27143,27143
0,28408,28408
1,23933,23933
0,23496,23496
0,5867,5867
0,30364,30364
0,15831,15831
1,18080,18080
0,6648,6648
0,28092,28092
0,14572,14572
0,17337,17337
0,3839,3839
0,31199,31199
0,35103,35103
0,25,25
0,19311,19311
0,34066,34066
0,12598,12598
0,4280,4280
0,20891,20891
0,42346,42346
0,9066,9066
0,7146,7146
0,41005,41005
0,14343,14343
0,36009,36009
0,31385,31385
0,18019,18019
1,7736,7736
0,3696,3696
1,17891,17891
0,38877,38877
0,3911,3911
0,24953,24953
0,22321,22321
0,22134,22134
0,2373,2373
1,3756,3756
0,27592,27592
0,32101,32101
0,34724,34724
0,2085,2085
0,7766,7766
1,39935,39935
0,19835,19835
0,9581,9581
0,22005,22005
0,41526,41526
1,32144,32144
0,38631,38631
0,2557,2557
1,15154,15154
0,5159,5159
0,35313,35313
0,7785,7785
0,41075,41075
0,42371,42371
0,850,850
0,9674,9674
0,6856,6856
0,34047,34047
0,29122,29122
0,25679,25679
0,15495,15495
0,24604,24604
0,13622,13622
1,34085,34085
0,78,78
0,21160,21160
0,16470,16470
0,29455,29455
0,8944,8944
0,16509,16509
1,32960,32960
0,37387,37387
0,39277,39277
0,11387,11387
0,12772,12772
0,37159,37159
0,26011,26011
0,31395,31395
0,2162,2162
0,30937,30937
0,20946,20946
0,6106,6106
0,9169,9169
1,8211,8211
0,35982,35982
0,475,475
0,33790,33790
0,20550,20550
0,35100,35100
0,29321,29321
0,15871,15871
0,30879,30879
1,2955,2955
0,27322,27322
1,1124,1124
0,19339,19339
0,17206,17206
0,31334,31334
0,34471,34471
0,4070,4070
0,28287,28287
0,4187,4187
0,33389,33389
0,23019,23019
0,2380,2380
0,7274,7274
0,3290,3290
0,37091,37091
0,24096,24096
0,31612,31612
1,21033,21033
0,2207,2207
0,41996,41996
0,35586,35586
0,545,545
0,26654,26654
0,19886,19886
0,32744,32744
0,34865,34865
0,40222,40222
0,13677,13677
0,38329,38329
0,17759,17759
0,31772,31772
0,26791,26791
0,7512,7512
0,33062,33062
0,29419,29419
0,15934,15934
0,19255,19255
0,15915,15915
0,13360,13360
0,25211,25211
0,3753,3753
0,31035,31035
0,251,251
0,32857,32857
0,35514,35514
0,20476,20476
0,34749,34749
0,37212,37212
1,23712,23712
0,4808,4808
0,28052,28052
0,32292,32292
0,2788,2788
0,14511,14511
0,28068,28068
0,18212,18212
0,27857,27857
0,4989,4989
0,3875,3875
0,18172,18172
0,37990,37990
0,7397,7397
0,10965,10965
0,17693,17693
0,27214,27214
1,42850,42850
0,20052,20052
0,17484,17484
0,38897,38897
0,41972,41972
0,5817,5817
0,26532,26532
0,38033,38033
1,16255,16255
0,8864,8864
0,2853,2853
0,8887,8887
0,6417,6417
0,12921,12921
0,7198,7198
0,16928,16928
0,37049,37049
0,41433,41433
0,4162,4162
0,17717,17717
0,25664,25664
0,8651,8651
0,2368,2368
0,7077,7077
0,35934,35934
0,36697,36697
0,29703,29703
0,42094,42094
0,31669,31669
0,40552,40552
0,34576,34576
0,3045,3045
1,9019,9019
0,42842,42842
0,36668,36668
0,42602,42602
1,3259,3259
0,41909,41909
0,2845,2845
0,31168,31168
0,13719,13719
0,15294,15294
0,4962,4962
0,3688,3688
1,14955,14955
0,42792,42792
0,39709,39709
0,40499,40499
0,22048,22048
0,31237,31237
0,42484,42484
0,42132,42132
0,39556,39556
0,41564,41564
0,21413,21413
0,20584,20584
0,5711,5711
0,5630,5630
0,39478,39478
0,33542,33542
0,40776,40776
1,36891,36891
0,42768,42768
0,16864,16864
0,15071,15071
1,5683,5683
1,3163,3163
0,9125,9125
0,12719,12719
0,27576,27576
0,14265,14265
0,34342,34342
0,42068,42068
0,16938,16938
0,30135,30135
0,24795,24795
0,21816,21816
0,4183,4183
0,27778,27778
0,23387,23387
0,478,478
0,7507,7507
0,5463,5463
0,24924,24924
0,3171,3171
1,2123,2123
0,36374,36374
1,17088,17088
0,3926,3926
0,28198,28198
0,30854,30854
0,37378,37378
1,11764,11764
1,37535,37535
0,14108,14108
0,2463,2463
1,18059,18059
0,15861,15861
0,3441,3441
0,21496,21496
0,23711,23711
0,26154,26154
0,29684,29684
0,27438,27438
0,32557,32557
0,1715,1715
0,293,293
0,28364,28364
0,11964,11964
0,989,989
0,1377,1377
0,4679,4679
0,41821,41821
0,13287,13287
0,3239,3239
0,30961,30961
0,15598,15598
0,1895,1895
0,6715,6715
0,15720,15720
1,41275,41275
0,23589,23589
0,20869,20869
0,14406,14406
0,9202,9202
0,9210,9210
1,19092,19092
0,24855,24855
0,35533,35533
0,40048,40048
0,831,831
0,25236,25236
0,26014,26014
0,34389,34389
0,2799,2799
0,28545,28545
0,22076,22076
0,32643,32643
1,35426,35426
0,4984,4984
0,31631,31631
0,36584,36584
0,25361,25361
0,16425,16425
0,28787,28787
1,13189,13189
0,30844,30844
0,13866,13866
0,4826,4826
0,28670,28670
0,41023,41023
0,11731,11731
0,18574,18574
0,5137,5137
0,29066,29066
0,17691,17691
0,26499,26499
0,28660,28660
0,8265,8265
0,38117,38117
0,5589,5589
1,15373,15373
0,37601,37601
0,30574,30574
1,8620,8620
0,12720,12720
0,35130,35130
0,1806,1806
0,33209,33209
0,40711,40711
0,4005,4005
0,31836,31836
0,35277,35277
0,15009,15009
0,31759,31759
0,32249,32249
0,21517,21517
0,19759,19759
0,42025,42025
0,18082,18082
0,42057,42057
0,20640,20640
0,2660,2660
0,29650,29650
0,27343,27343
0,3113,3113
0,25646,25646
0,14098,14098
0,37419,37419
0,28978,28978
0,40083,40083
0,31826,31826
0,38735,38735
0,35757,35757
0,825,825
1,38420,38420
0,35712,35712
0,13088,13088
0,22133,22133
0,19380,19380
0,42773,42773
0,20336,20336
0,4844,4844
0,34260,34260
0,18323,18323
0,6923,6923
0,5718,5718
0,15897,15897
0,19732,19732
0,24525,24525
0,37328,37328
0,32001,32001
0,29364,29364
0,15139,15139
0,11587,11587
0,32704,32704
0,18661,18661
0,7243,7243
0,14021,14021
0,23271,23271
0,19625,19625
0,26773,26773
0,21970,21970
0,8151,8151
0,26661,26661
0,37463,37463
0,498,498
0,9490,9490
0,11321,11321
0,167,167
0,23228,23228
0,26298,26298
0,16081,16081
0,10033,10033
0,42211,42211
0,30409,30409
1,16083,16083
0,1652,1652
0,32434,32434
0,38532,38532
0,31306,31306
1,15851,15851
0,10722,10722
0,32983,32983
0,28562,28562
0,338,338
0,6682,6682
0,41332,41332
0,7480,7480
0,39587,39587
0,10967,10967
0,26343,26343
0,11686,11686
0,24102,24102
0,19865,19865
0,25907,25907
0,14615,14615
0,30965,30965
0,1629,1629
0,26218,26218
0,12900,12900
1,25782,25782
1,25850,25850
0,5089,5089
1,17696,17696
0,30419,30419
0,36318,36318
0,12658,12658
0,36713,36713
0,14754,14754
0,30495,30495
0,12194,12194
1,8258,8258
0,13547,13547
0,24340,24340
0,40169,40169
0,2874,2874
1,38407,38407
0,15749,15749
0,38993,38993
0,11192,11192
0,34882,34882
0,15555,15555
0,16192,16192
0,6361,6361
0,23229,23229
1,30453,30453
0,39496,39496
1,4833,4833
0,31441,31441
0,870,870
0,12718,12718
0,19721,19721
0,26407,26407
1,13356,13356
0,39324,39324
0,1239,1239
0,26097,26097
0,31338,31338
0,7591,7591
0,31606,31606
0,17097,17097
0,2764,2764
0,6521,6521
0,5399,5399
0,8399,8399
0,14049,14049
0,42519,42519
0,34445,34445
0,28865,28865
0,40725,40725
0,9838,9838
0,31273,31273
0,4743,4743
0,38598,38598
0,27910,27910
0,15450,15450
0,27832,27832
0,10857,10857
0,23429,23429
0,5225,5225
0,11171,11171
1,14996,14996
0,5559,5559
0,8005,8005
0,5857,5857
0,40917,40917
0,17367,17367
0,40723,40723
0,31851,31851
0,37824,37824
0,1755,1755
0,18890,18890
0,452,452
0,20081,20081
0,22843,22843
0,27773,27773
0,19295,19295
0,39857,39857
0,2147,2147
0,9233,9233
1,408,408
0,17034,17034
0,6658,6658
0,38513,38513
0,42572,42572
0,25399,25399
0,21729,21729
1,27312,27312
0,16300,16300
0,22124,22124
0,12174,12174
0,40766,40766
0,1562,1562
0,18536,18536
0,41453,41453
0,16677,16677
0,33643,33643
0,29181,29181
0,21349,21349
0,12614,12614
0,24162,24162
0,14352,14352
0,18555,18555
0,3447,3447
0,15910,15910
0,41259,41259
0,22018,22018
0,16415,16415
0,19189,19189
0,13723,13723
0,19905,19905
0,20975,20975
0,35104,35104
1,31629,31629
0,4114,4114
0,25610,25610
0,30527,30527
0,24124,24124
0,9364,9364
0,38228,38228
0,2999,2999
0,14478,14478
0,25250,25250
0,3295,3295
0,40845,40845
0,41445,41445
0,36144,36144
0,6696,6696
0,23620,23620
0,35153,35153
0,22724,22724
0,40611,40611
0,7491,7491
0,7285,7285
0,38833,38833
0,29391,29391
0,6968,6968
0,7994,7994
0,38660,38660
0,1323,1323
0,19015,19015
0,6618,6618
0,40558,40558
0,38639,38639
0,32582,32582
0,37912,37912
0,7957,7957
0,7395,7395
0,13196,13196
0,13339,13339
0,1505,1505
1,26714,26714
0,24248,24248
0,19914,19914
1,13627,13627
0,25360,25360
0,10405,10405
0,3258,3258
0,15055,15055
0,5660,5660
0,24430,24430
0,21592,21592
1,17094,17094
0,7879,7879
0,7630,7630
0,3148,3148
0,36354,36354
0,42528,42528
0,39305,39305
0,35937,35937
1,37644,37644
0,15020,15020
0,36879,36879
0,40669,40669
0,32968,32968
0,8016,8016
0,16703,16703
0,30332,30332
0,3983,3983
0,35182,35182
0,29934,29934
0,41930,41930
0,24183,24183
0,14408,14408
0,36048,36048
0,29991,29991
0,27406,27406
0,25743,25743
0,3480,3480
0,15769,15769
1,38463,38463
0,14024,14024
0,38315,38315
0,30216,30216
0,33167,33167
0,26584,26584
0,2178,2178
0,29957,29957
1,42295,42295
0,39159,39159
0,33781,33781
0,38499,38499
0,3182,3182
0,38985,38985
0,37210,37210
0,34281,34281
0,37764,37764
0,30896,30896
0,13164,13164
0,38393,38393
0,34388,34388
0,1933,1933
0,36944,36944
0,7382,7382
0,21008,21008
1,37180,37180
0,37414,37414
0,41612,41612
0,2144,2144
0,693,693
0,31615,31615
0,39572,39572
0,26624,26624
0,2610,2610
1,18791,18791
0,34769,34769
0,1008,1008
0,21524,21524
0,2740,2740
1,12400,12400
0,28684,28684
1,24545,24545
0,26709,26709
0,21765,21765
0,27186,27186
0,5893,5893
0,25299,25299
0,14462,14462
0,41893,41893
0,24487,24487
0,5218,5218
0,26963,26963
