id,label,left_id,left__id,left_full_name,left_bat_odis_100,left_bat_odis_50,left_bat_odis_hs,left_bat_odis_mat,left_bat_odis_runs,left_bat_t20is_100,left_bat_t20is_50,left_bat_t20is_hs,left_bat_t20is_mat,left_bat_t20is_runs,left_bat_tests_100,left_bat_tests_50,left_bat_tests_hs,left_bat_tests_mat,left_bat_tests_runs,left_batting_style,left_born,left_bowling_style,left_playing_role,right_id,right__id,right_full_name,right_bat_odis_100,right_bat_odis_50,right_bat_odis_hs,right_bat_odis_mat,right_bat_odis_runs,right_bat_t20is_100,right_bat_t20is_50,right_bat_t20is_hs,right_bat_t20is_mat,right_bat_t20is_runs,right_bat_tests_100,right_bat_tests_50,right_bat_tests_hs,right_bat_tests_mat,right_bat_tests_runs,right_batting_style,right_born,right_bowling_style,right_playing_role
12,1,762,2289,Kyle Jarvis,0.0,0.0,37.0,41.0,153.0,0.0,0.0,9.0,13.0,10.0,0.0,0.0,25.0,12.0,126.0,Right Handed Bat,"Feb 16, 1989|Harare",Right-arm fast,Bowler,4701,332996,Kyle Malcolm Jarvis,0.0,0.0,37.0,41.0,153.0,0.0,0.0,9.0,14.0,10.0,0.0,0.0,25.0,12.0,126.0,Right-hand bat,"February 16, 1989, Harare",Right-arm fast-medium,Bowler
13,1,2790,5699,Murray Chapple,0,0,0,0,0,0,0,0,0,0,0.0,3.0,76.0,14.0,497.0,Right Handed Bat,"Jul 25, 1930|Christchurch, Canterbury",Left-arm medium,--,1729,36602,Murray Ernest Chapple,0,0,0,0,0,0,0,0,0,0,0.0,3.0,76.0,14.0,497.0,Right-hand bat,"July 25, 1930, Christchurch, Canterbury",Left-arm medium,
14,1,3393,6730,Nuwan Pradeep,0.0,0.0,7.0,34.0,27.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,28.0,132.0,Right Handed Bat,"Oct 19, 1986|--",Right-arm fast-medium,Bowler,4677,324358,Aththachchi Nuwan Pradeep Roshan Fernando,0.0,0.0,7.0,34.0,27.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,28.0,132.0,Right-hand bat,"October 19, 1986, Negombo",Right-arm fast-medium,Bowler
15,1,3272,6192,Charlie Griffith,0,0,0,0,0,0,0,0,0,0,0.0,1.0,54.0,28.0,530.0,Right Handed Bat,"Dec 14, 1938|Pie Corner, St Lucy, Barbados",Right-arm fast,--,2899,51907,Charles Christopher Griffith,0,0,0,0,0,0,0,0,0,0,0.0,1.0,54.0,28.0,530.0,Right-hand bat,"December 14, 1938, Pie Corner, St Lucy, Barbados",Right-arm fast,
16,1,3398,6748,Manoj Cheruparambil,0.0,0.0,30.0,2.0,30.0,0,0,0,0,0,0,0,0,0,0,Right Handed Bat,"Oct 24, 1979|Trichur (now Thrissur), Kerala, India",Right-arm medium,--,1201,24136,Manoj Cheruparambil,0.0,0.0,30.0,2.0,30.0,0,0,0,0,0,0,0,0,0,0,Right-hand bat,"October 24, 1979, Trichur (now Thrissur), Kerala, India",Right-arm medium,
17,1,1375,4020,Brendon Bracewell,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,8.0,6.0,24.0,Right Handed Bat,"Sep 14, 1959|Auckland",Right-arm medium,--,1709,36304,Brendon Paul Bracewell,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,8.0,6.0,24.0,Right-hand bat,"September 14, 1959, Auckland",Right-arm medium,
18,1,1885,4675,Andrew Hilditch,0.0,1.0,72.0,8.0,226.0,0,0,0,0,0,2.0,6.0,119.0,18.0,1073.0,Right Handed Bat,"May 20, 1956|North Adelaide, South Australia",Right-arm medium,--,167,5656,Andrew Mark Jefferson Hilditch,0.0,1.0,72.0,8.0,226.0,0,0,0,0,0,2.0,6.0,119.0,18.0,1073.0,Right-hand bat,"May 20, 1956, North Adelaide, South Australia",Right-arm medium,Opening batsman
19,1,2713,5616,Hemant Kanitkar,0,0,0,0,0,0,0,0,0,0,0.0,1.0,65.0,2.0,111.0,Right Handed Bat,"Dec 08, 1942|Amravati, Maharashtra",0,--,1484,30019,Hemant Shamsunder Kanitkar,0,0,0,0,0,0,0,0,0,0,0.0,1.0,65.0,2.0,111.0,Right-hand bat,"December 8, 1942, Amravati, Maharashtra",0,
20,1,223,433,Syed Rasel,0.0,0.0,15.0,52.0,81.0,0.0,0.0,6.0,8.0,7.0,0.0,0.0,19.0,6.0,37.0,Left Handed Bat,"Jul 03, 1984|Jessore",Left-arm fast-medium,Bowler,4227,56160,Syed Rasel,0.0,0.0,15.0,52.0,81.0,0.0,0.0,6.0,8.0,7.0,0.0,0.0,19.0,6.0,37.0,Left-hand bat,"July 3, 1984, Jessore",Left-arm medium-fast,
21,1,2386,5272,Fred Rumsey,0,0,0,0,0,0,0,0,0,0,0.0,0.0,21.0,5.0,30.0,Right Handed Bat,"Dec 04, 1935|Stepney, London",Left-arm fast-medium,--,957,19494,Frederick Edward Rumsey,0,0,0,0,0,0,0,0,0,0,0.0,0.0,21.0,5.0,30.0,Right-hand bat,"December 4, 1935, Stepney, London",Left-arm fast-medium,
22,1,1806,4591,Jimmy Cook,0.0,0.0,35.0,4.0,67.0,0,0,0,0,0,0.0,0.0,43.0,3.0,107.0,Right Handed Bat,"Jul 31, 1953|Johannesburg, Transvaal",Right-arm offbreak,--,2308,44465,Stephen James Cook,0.0,0.0,35.0,4.0,67.0,0,0,0,0,0,0.0,0.0,43.0,3.0,107.0,Right-hand bat,"July 31, 1953, Johannesburg, Transvaal",Right-arm offbreak,
23,1,724,1983,Ryan Austin,0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.0,2.0,39.0,Right Handed Bat,"Nov 15, 1981|Arima, Trinidad",Right-arm offbreak,Bowler,2785,51194,Ryan Anthony Austin,0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.0,2.0,39.0,Right-hand bat,"November 15, 1981, Arima, Trinidad",Right-arm offbreak,Bowler
24,1,2405,5291,Mike Denness,0.0,1.0,66.0,12.0,264.0,0,0,0,0,0,4.0,7.0,188.0,28.0,1667.0,Right Handed Bat,"Dec 01, 1940|Bellshill, Lanarkshire, Scotland",0,--,600,11870,Michael Henry Denness,0.0,1.0,66.0,12.0,264.0,0,0,0,0,0,4.0,7.0,188.0,28.0,1667.0,Right-hand bat,"December 1, 1940, Bellshill, Lanarkshire, Scotland",0,
25,1,2203,5089,Ted Bowley,0,0,0,0,0,0,0,0,0,0,1.0,0.0,109.0,5.0,252.0,Right Handed Bat,"Jun 06, 1890|Leatherhead, Surrey",Right-arm legbreak,--,523,9184,Edward Henry Bowley,0,0,0,0,0,0,0,0,0,0,1.0,0.0,109.0,5.0,252.0,Right-hand bat,"June 6, 1890, Leatherhead, Surrey",Legbreak,
26,0,3617,8157,James Muirhead,0,0,0,0,0,0.0,0.0,3.0,5.0,4.0,0,0,0,0,0,Right Handed Bat,"Jul 30, 1993|--",Right-arm legbreak,Bowler,5166,533043,James Matthew Muirhead,0,0,0,0,0,0.0,0.0,3.0,5.0,4.0,0,0,0,0,0,Right-hand bat,"July 30, 1993, Altona, Victoria",Legbreak,Bowler
27,1,2003,4889,Walter Read,0,0,0,0,0,0,0,0,0,0,1.0,5.0,117.0,18.0,720.0,Right Handed Bat,"Nov 23, 1855|Reigate, Surrey",0,--,938,19352,Walter William Read,0,0,0,0,0,0,0,0,0,0,1.0,5.0,117.0,18.0,720.0,Right-hand bat,"November 23, 1855, Reigate, Surrey","Right-arm fast (roundarm), Right-arm slow (underarm)",
28,1,2477,5363,Wilf Slack,0.0,0.0,34.0,2.0,43.0,0,0,0,0,0,0.0,1.0,52.0,3.0,81.0,Left Handed Bat,"Dec 12, 1954|Troumaca, St Vincent",Right-arm medium,--,987,20206,Wilfred Norris Slack,0.0,0.0,34.0,2.0,43.0,0,0,0,0,0,0.0,1.0,52.0,3.0,81.0,Left-hand bat,"December 12, 1954, Troumaca, St Vincent",Right-arm medium,
29,1,42,96,Lakshmipathy Balaji,0.0,0.0,21.0,30.0,120.0,0,0,0,5.0,0,0.0,0.0,31.0,8.0,51.0,Right Handed Bat,"Sep 27, 1981|Madras (now Chennai), Tamil Nadu",Right-arm fast-medium,Bowler,1394,26829,Lakshmipathy Balaji,0.0,0.0,21.0,30.0,120.0,0,0,0,5.0,0,0.0,0.0,31.0,8.0,51.0,Right-hand bat,"September 27, 1981, Madras (now Chennai), Tamil Nadu",Right-arm medium-fast,Bowler
30,1,3495,7727,James Ngoche,0.0,0.0,21.0,18.0,35.0,0.0,0.0,2.0,7.0,4.0,0,0,0,0,0,Right Handed Bat,"Jan 29, 1988|--",Right-arm offbreak,Bowler,4613,308691,James Otieno Ngoche,0.0,0.0,21.0,17.0,35.0,0.0,0.0,2.0,7.0,4.0,0,0,0,0,0,Right-hand bat,"January 29, 1988, Nairobi, Kenya",Right-arm offbreak,Bowler
31,1,1810,4595,Brett Schultz,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,6.0,9.0,9.0,Left Handed Bat,"Aug 26, 1970|East London, Cape Province",Left-arm fast,--,2522,47165,Brett Nolan Schultz,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,6.0,9.0,9.0,Left-hand bat,"August 26, 1970, East London, Cape Province",Left-arm fast,
32,1,3873,9947,Tinashe Kamunhukamwe,0.0,0.0,34.0,2.0,37.0,0,0,0,0,0,0,0,0,0,0,Right Handed Bat,"Jul 10, 1995|--",Right-arm offbreak,Batsman,5356,713811,Tinashe Stephen Kamunhukamwe,0.0,0.0,34.0,2.0,37.0,0,0,0,0,0,0,0,0,0,0,Right-hand bat,"July 10, 1995, Chitungwiza",Right-arm offbreak,Opening batsman
33,1,1818,4603,Steven Jack,0.0,0.0,6.0,2.0,7.0,0,0,0,0,0,0.0,0.0,7.0,2.0,7.0,Right Handed Bat,"Aug 04, 1970|Durban, Natal",Right-arm fast,--,2398,45711,Steven Douglas Jack,0.0,0.0,6.0,2.0,7.0,0,0,0,0,0,0.0,0.0,7.0,2.0,7.0,Right-hand bat,"August 4, 1970, Durban, Natal",Right-arm fast,
34,1,2205,5091,Les Ames,0,0,0,0,0,0,0,0,0,0,8.0,7.0,149.0,47.0,2434.0,Right Handed Bat,"Dec 03, 1905|Elham, Kent",Right-arm legbreak,--,467,8532,Leslie Ethelbert George Ames,0,0,0,0,0,0,0,0,0,0,8.0,7.0,149.0,47.0,2434.0,Right-hand bat,"December 3, 1905, Elham, Kent",Legbreak,
35,1,2896,5807,Farrukh Zaman,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,Right Handed Bat,"Apr 02, 1956|Peshawar, North-West Frontier Province",Left-arm orthodox,--,2033,40090,Farrukh Zaman,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,Right-hand bat,"April 2, 1956, Peshawar, North-West Frontier Province",Slow left-arm orthodox,
36,0,3594,8097,Chadd Sayers,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,Right Handed Bat,"Aug 31, 1987|--",Right-arm medium,Bowler,4430,261230,Chadd James Sayers,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,Right-hand bat,"August 31, 1987",Right-arm medium,Bowler
37,1,2909,5820,Qaiser Abbas,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,1.0,2.0,Left Handed Bat,"May 07, 1982|Muridke, Punjab",Left-arm orthodox,Batting Allrounder,2153,42383,Qaiser Abbas,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,1.0,2.0,Left-hand bat,"May 7, 1982, Muridke, Punjab",Slow left-arm orthodox,
38,1,3772,9203,Kyle Abbott,0.0,0.0,23.0,28.0,76.0,0.0,0.0,9.0,21.0,23.0,0.0,0.0,17.0,11.0,95.0,Right Handed Bat,"Jun 18, 1987|Empangeni, KwaZulu-Natal",Right-arm fast-medium,Bowler,4542,297583,Kyle John Abbott,0.0,0.0,23.0,28.0,76.0,0.0,0.0,9.0,21.0,23.0,0.0,0.0,17.0,11.0,95.0,Right-hand bat,"June 18, 1987, Empangeni, KwaZulu-Natal",Right-arm fast-medium,Bowler
39,1,1337,3944,Amit Bhandari,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,Right Handed Bat,"Oct 01, 1978|Delhi",Right-arm fast-medium,--,1401,26896,Amit Bhandari,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,Right-hand bat,"October 1, 1978, Delhi",Right-arm fast-medium,
40,1,1130,3671,Tahir Naqqash,0.0,1.0,61.0,40.0,210.0,0,0,0,0,0,0.0,1.0,57.0,15.0,300.0,Right Handed Bat,"Jun 06, 1959|Lahore, Punjab",0,--,2211,43271,Tahir Naqqash,0.0,1.0,61.0,40.0,210.0,0,0,0,0,0,0.0,1.0,57.0,15.0,300.0,Right-hand bat,"June 6, 1959, Lahore, Punjab",Right-arm fast-medium,
41,1,3949,10435,Mason Crane,0,0,0,0,0,0,0,0,2.0,0,0.0,0.0,4.0,1.0,6.0,Right Handed Bat,"Feb 18, 1997|Shoreham-by-Sea, Sussex",Right-arm legbreak,Bowler,5323,660889,Mason Sidney Crane,0,0,0,0,0,0,0,0,2.0,0,0.0,0.0,4.0,1.0,6.0,Right-hand bat,"February 18, 1997, Shoreham-by-Sea, Sussex",Legbreak,Bowler
42,1,2258,5144,Denis Compton,0,0,0,0,0,0,0,0,0,0,17.0,28.0,278.0,78.0,5807.0,Right Handed Bat,"May 23, 1918|Hendon, Middlesex",Left-arm chinaman,--,571,10777,Denis Charles Scott Compton,0,0,0,0,0,0,0,0,0,0,17.0,28.0,278.0,78.0,5807.0,Right-hand bat,"May 23, 1918, Hendon, Middlesex",Slow left-arm chinaman,
43,1,532,1385,Nadeem Ahmed,0.0,0.0,14.0,25.0,67.0,0.0,0.0,10.0,24.0,34.0,0,0,0,0,0,Right Handed Bat,"Sep 28, 1987|Bahawalpur",Left-arm orthodox,Bowler,1210,24230,Nadeem Ahmed,0.0,0.0,14.0,25.0,67.0,0.0,0.0,10.0,24.0,34.0,0,0,0,0,0,Right-hand bat,"September 28, 1987, Bahawalpur",Slow left-arm orthodox,Bowler
44,1,2908,5819,Naved Ashraf,0,0,0,0,0,0,0,0,0,0,0.0,0.0,32.0,2.0,64.0,Right Handed Bat,"Sep 04, 1974|Rawalpindi, Punjab",Right-arm medium,--,2141,42064,Mohammad Naved Ashraf Qureshi,0,0,0,0,0,0,0,0,0,0,0.0,0.0,32.0,2.0,64.0,Right-hand bat,"September 4, 1974, Rawalpindi, Punjab",Right-arm medium,
45,1,3505,7773,Jason Behrendorff,0.0,0.0,6.0,6.0,7.0,0,0,0,7.0,0,0,0,0,0,0,Right Handed Bat,"Apr 20, 1990|Camden, New South Wales",Left-arm fast-medium,Bowler,4461,272477,Jason Paul Behrendorff,0.0,0.0,6.0,6.0,7.0,0,0,0,7.0,0,0,0,0,0,0,Right-hand bat,"April 20, 1990, Camden, New South Wales",Left-arm fast-medium,Bowler
46,1,4032,11220,Alzarri Joseph,0.0,0.0,29.0,15.0,104.0,0,0,0,0,0,0.0,0.0,34.0,9.0,84.0,Right Handed Bat,"Nov 20, 1996|Antigua",Right-arm fast-medium,Bowler,5328,670031,Alzarri Shaheim Joseph,0.0,0.0,29.0,16.0,104.0,0,0,0,0,0,0.0,0.0,34.0,9.0,84.0,Right-hand bat,"November 20, 1996, Antigua",Right-arm fast-medium,Bowler
47,1,3060,5974,Chuck Fleetwood-Smith,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.0,10.0,54.0,Right Handed Bat,"Mar 30, 1908|Stawell, Victoria",Left-arm chinaman,--,123,5327,Leslie O'Brien Fleetwood-Smith,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.0,10.0,54.0,Right-hand bat,"March 30, 1908, Stawell, Victoria",Slow left-arm chinaman,
48,1,1034,3530,Mahes Goonatilleke,0.0,0.0,14.0,6.0,31.0,0,0,0,0,0,0.0,1.0,56.0,5.0,177.0,Right Handed Bat,"Aug 16, 1952|Kegalle",0,--,2660,49097,Hettiarachige Mahes Goonatilleke,0.0,0.0,14.0,6.0,31.0,0,0,0,0,0,0.0,1.0,56.0,5.0,177.0,Right-hand bat,"August 16, 1952, Kegalle",0,
49,1,2146,5032,Harry Howell,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.0,5.0,15.0,Right Handed Bat,"Nov 29, 1890|Hockley, Birmingham, Warwickshire",Right-arm fast,--,738,14284,Henry Howell,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.0,5.0,15.0,Right-hand bat,"November 29, 1890, Hockley, Birmingham, Warwickshire",Right-arm fast,
50,1,4019,11077,Karim Janat,0.0,0.0,9.0,1.0,9.0,0.0,0.0,25.0,16.0,109.0,0,0,0,0,0,Right Handed Bat,"Aug 11, 1998|Kabul",Right-arm medium,Bowler,5391,793467,Karim Janat,0.0,0.0,9.0,1.0,9.0,0.0,0.0,25.0,16.0,109.0,0,0,0,0,0,Right-hand bat,"August 11, 1998, Kabul",Right-arm medium,Bowling allrounder
51,1,454,815,Trevin Bastiampillai,0.0,0.0,49.0,13.0,175.0,0,0,0,2.0,0,0,0,0,0,0,Right Handed Bat,"Oct 26, 1985|Sri Lanka",Right-arm offbreak,Batsman,1191,23874,Trevin Callistus Bastiampillai,0.0,0.0,49.0,13.0,175.0,0,0,0,2.0,0,0,0,0,0,0,Right-hand bat,"October 26, 1985, Sri Lanka",Right-arm offbreak,Batsman
52,1,2068,4954,Teddy Wynyard,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.0,3.0,72.0,Right Handed Bat,"Apr 01, 1861|Saharanpur, Uttar Pradesh, India",0,--,1130,22548,Edward George Wynyard,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.0,3.0,72.0,Right-hand bat,"April 1, 1861, Saharanpur, Uttar Pradesh, India",0,
53,0,2118,5004,Sir Jack Hobbs,0,0,0,0,0,0,0,0,0,0,15.0,28.0,211.0,61.0,5410.0,Right Handed Bat,"Dec 16, 1882|Cambridge",Right-arm medium,--,725,14225,John Berry Hobbs,0,0,0,0,0,0,0,0,0,0,15.0,28.0,211.0,61.0,5410.0,Right-hand bat,"December 16, 1882, Cambridge",Right-arm medium,
54,1,410,686,Henry Osinde,0.0,0.0,21.0,42.0,64.0,0.0,0.0,17.0,11.0,31.0,0,0,0,0,0,Right Handed Bat,"Oct 17, 1978|Uganda",Right-arm fast-medium,Bowler,4265,212175,Henry Osinde,0.0,0.0,21.0,42.0,64.0,0.0,0.0,17.0,11.0,31.0,0,0,0,0,0,Right-hand bat,"October 17, 1978, Uganda",Right-arm medium-fast,Bowler
55,1,799,3088,Aasif Karim,0.0,1.0,53.0,34.0,228.0,0,0,0,0,0,0,0,0,0,0,Right Handed Bat,"Dec 15, 1963|Mombasa",Left-arm orthodox,--,1233,24699,Aasif Yusuf Karim,0.0,1.0,53.0,34.0,228.0,0,0,0,0,0,0,0,0,0,0,Right-hand bat,"December 15, 1963, Mombasa",Slow left-arm orthodox,
56,1,8,33,Shoaib Malik,9.0,44.0,143.0,282.0,7481.0,0.0,7.0,75.0,111.0,2263.0,3.0,8.0,245.0,35.0,1898.0,Right Handed Bat,"Feb 01, 1982|Sialkot, Punjab",Right-arm offbreak,Batting Allrounder,2192,42657,Shoaib Malik,9.0,44.0,143.0,282.0,7481.0,0.0,7.0,75.0,111.0,2263.0,3.0,8.0,245.0,35.0,1898.0,Right-hand bat,"February 1, 1982, Sialkot, Punjab",Right-arm offbreak,Middle-order batsman
57,1,368,644,Dougie Brown,0.0,1.0,50.0,25.0,319.0,0.0,0.0,1.0,2.0,1.0,0,0,0,0,0,Right Handed Bat,"Oct 29, 1969|Stirling, Scotland",Right-arm fast-medium,Captain,538,9254,Douglas Robert Brown,0.0,1.0,50.0,25.0,319.0,0.0,0.0,1.0,2.0,1.0,0,0,0,0,0,Right-hand bat,"October 29, 1969, Stirling, Scotland",Right-arm fast-medium,
58,1,2336,5222,Jim Parks,0,0,0,0,0,0,0,0,0,0,2.0,9.0,108.0,46.0,1962.0,Right Handed Bat,"Oct 21, 1931|Haywards Heath, Sussex",Right-arm legbreak,--,901,18435,James Michael Parks,0,0,0,0,0,0,0,0,0,0,2.0,9.0,108.0,46.0,1962.0,Right-hand bat,"October 21, 1931, Haywards Heath, Sussex",Legbreak,
59,1,1770,4555,Peter Pollock,0,0,0,0,0,0,0,0,0,0,0.0,2.0,75.0,28.0,607.0,Right Handed Bat,"Jun 30, 1941|Pietermaritzburg, Natal",Right-arm fast,--,2486,46770,Peter Maclean Pollock,0,0,0,0,0,0,0,0,0,0,0.0,2.0,75.0,28.0,607.0,Right-hand bat,"June 30, 1941, Pietermaritzburg, Natal",Right-arm fast,
60,1,271,524,Abdur Rehman,0.0,0.0,31.0,31.0,142.0,0.0,0.0,7.0,8.0,22.0,0.0,2.0,60.0,22.0,395.0,Left Handed Bat,"Mar 01, 1980|Sialkot, Punjab",Left-arm orthodox,Bowler,2016,39091,Abdur Rehman,0.0,0.0,31.0,31.0,142.0,0.0,0.0,7.0,8.0,22.0,0.0,2.0,60.0,22.0,395.0,Left-hand bat,"March 1, 1980, Sialkot, Punjab",Slow left-arm orthodox,Bowler
61,1,2958,5872,John Cottam,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,1.0,4.0,Right Handed Bat,"Sep 05, 1867|Strawberry Hills, New South Wales",Right-arm legbreak,--,74,4631,John Thomas Cottam,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,1.0,4.0,Right-hand bat,"September 5, 1867, Strawberry Hills, New South Wales",Legbreak,
