id,_id,full_name,bat_odis_100,bat_odis_50,bat_odis_hs,bat_odis_mat,bat_odis_runs,bat_t20is_100,bat_t20is_50,bat_t20is_hs,bat_t20is_mat,bat_t20is_runs,bat_tests_100,bat_tests_50,bat_tests_hs,bat_tests_mat,bat_tests_runs,batting_style,born,bowling_style,playing_role
5046,470699,Benjamin Nicolas Cooper,0.0,1.0,74.0,6.0,116.0,0.0,3.0,66.0,32.0,525.0,0.0,0.0,0.0,0.0,0.0,Left-hand bat,"February 10, 1992, Lismore, New South Wales",Right-arm medium,Middle-order batsman
5386,788879,Nauman Anwar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"October 12, 1995, Gujranwala, Punjab",Right-arm medium-fast,Opening batsman
4505,280490,Jon-Jon Trevor Smuts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,8.0,126.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"September 21, 1988, Grahamstown, Cape Province",Slow left-arm orthodox,Batting allrounder
129,5382,George Giffen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,161.0,31.0,1238.0,Right-hand bat,"March 27, 1859, Norwood, Adelaide, South Australia",Right-arm medium,
4111,55641,Forster Mutizwa,0.0,4.0,79.0,17.0,403.0,0.0,0.0,22.0,3.0,38.0,0.0,0.0,18.0,1.0,24.0,Right-hand bat,"August 24, 1985, Harare",Right-arm offbreak,Wicketkeeper batsman
4978,437316,Madagamagamage Dasun Shanaka,0.0,2.0,66.0,19.0,327.0,0.0,1.0,54.0,27.0,336.0,0.0,0.0,17.0,3.0,29.0,Right-hand bat,"September 9, 1991, Negombo",Right-arm medium,Allrounder
4525,293031,Elijah Otieno Asoyo,0.0,0.0,11.0,26.0,49.0,0.0,0.0,8.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"January 3, 1988, Nairobi, Kenya",Right-arm medium-fast,Bowler
417,8076,Shaun William Tait,0.0,0.0,11.0,35.0,25.0,0.0,0.0,6.0,21.0,11.0,0.0,0.0,8.0,3.0,20.0,Right-hand bat,"February 22, 1983, Bedford Park, Adelaide, South Australia",Right-arm fast,Bowler
192,5779,Ryan James Harris,0.0,0.0,21.0,21.0,48.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,74.0,27.0,603.0,Right-hand bat,"October 11, 1979, Sydney, New South Wales",Right-arm fast,Bowler
2293,44421,Thomas Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,5.0,90.0,Right-hand bat,"February 9, 1882, Edinburgh, Midlothian, Scotland",0,
557,10668,Donald Bryce Carr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0,2.0,135.0,Right-hand bat,"December 28, 1926, Wiesbaden, Germany",Slow left-arm orthodox,
5326,670013,Fabian Anthony Allen,0.0,0.0,10.0,4.0,25.0,0.0,0.0,27.0,9.0,51.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"May 7, 1995, Kingston, Jamaica",Slow left-arm orthodox,Bowler
2079,41036,Kashif Raza,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"December 26, 1979, Sheikhupura, Punjab",Right-arm medium,
2165,42605,Saeed Anwar,20.0,43.0,194.0,247.0,8824.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,188.0,55.0,4052.0,Left-hand bat,"September 6, 1968, Karachi, Sind",Slow left-arm orthodox,
713,14152,Edward Ernest Hemmings,0.0,0.0,8.0,33.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0,16.0,383.0,Right-hand bat,"February 20, 1949, Leamington Spa, Warwickshire",Right-arm offbreak,
1124,22518,Frank Edward Woolley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,154.0,64.0,3283.0,Left-hand bat,"May 27, 1887, Tonbridge, Kent","Left-arm medium, Slow left-arm orthodox",
5554,1122557,Damien Apa Ravu,0.0,0.0,5.0,4.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"May 3, 1994, Lae (Morobe)",Right-arm medium-fast,Bowler
2645,48821,Kandana Arachchige Dinusha Manoj Fernando,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,2.0,56.0,Right-hand bat,"August 10, 1979, Panadura",Right-arm fast-medium,
840,16921,John William Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,26.0,Right-hand bat,"February 16, 1917, Catford, London",Right-arm fast,
1953,38742,William Watson,0.0,0.0,21.0,61.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,60.0,Right-hand bat,"August 31, 1965, Auckland",Right-arm fast-medium,
227,6161,Michael Klinger,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,3.0,143.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"July 4, 1980, Kew, Melbourne, Victoria",0,Batsman
455,8468,Timothy Joseph Zoehrer,0.0,1.0,50.0,22.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,10.0,246.0,Right-hand bat,"September 25, 1961, Armadale, Perth, Western Australia",Legbreak googly,
2177,42632,Shabbir Ahmed Khan,0.0,0.0,2.0,32.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,10.0,88.0,Right-hand bat,"April 21, 1976, Khanewal, Punjab",Right-arm fast-medium,
4092,55551,Friday Kasteni,0.0,0.0,9.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left-hand bat,"March 25, 1988, Kadoma",Left-arm slow,Batsman
4620,310958,Abhimanyu Mithun,0.0,0.0,24.0,5.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,120.0,Right-hand bat,"October 25, 1989, Bangalore",Right-arm medium,Bowler
629,12518,Thomas Emmett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,7.0,160.0,Left-hand bat,"September 3, 1841, Halifax, Yorkshire",Left-arm fast (roundarm),
2744,50742,Anura Punchi Banda Tennekoon,0.0,1.0,59.0,4.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"October 29, 1946, Anuradhapura",Slow left-arm orthodox,
5309,642519,Shreyas Santosh Iyer,0.0,2.0,88.0,6.0,210.0,0.0,0.0,30.0,6.0,83.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"December 6, 1994, Mumbai",Legbreak googly,Top-order batsman
833,16885,Devon Eugene Malcolm,0.0,0.0,4.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,40.0,236.0,Right-hand bat,"February 22, 1963, Kingston, Jamaica",Right-arm fast,
2565,47558,Lindsay Richard Tuckett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Right-hand bat,"April 19, 1885, Durban, Natal",Right-arm fast-medium,
350,7314,Ian Ritchie Redpath,0.0,0.0,24.0,5.0,46.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,171.0,66.0,4737.0,Right-hand bat,"May 11, 1941, Geelong, Victoria",Right-arm medium,
5321,653033,Palihawadana Arachchilage Ralph Priyamal Perera,0.0,0.0,33.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"May 2, 1995, Ragama",Right-arm offbreak,Middle-order batsman
2902,52045,Roger Andrew Harper,0.0,0.0,45.0,105.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,74.0,25.0,535.0,Right-hand bat,"March 17, 1963, Georgetown, Demerara, British Guiana",Right-arm offbreak,
2960,52432,Clifford Aubrey McWatt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,6.0,202.0,Left-hand bat,"February 1, 1922, Georgetown, Demerara, British Guiana",Right-arm bowler,
2268,44078,George Finlay-Bissett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,38.0,Right-hand bat,"November 5, 1905, Kimberley, Cape Province",Right-arm fast,
235,6274,Stuart Grant Law,1.0,7.0,110.0,54.0,1237.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,1.0,54.0,Right-hand bat,"October 18, 1968, Herston, Brisbane, Queensland","Right-arm medium, Legbreak googly",Top-order batsman
2624,48447,Ashantha Lakdasa Francis de Mel,0.0,0.0,36.0,57.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,17.0,326.0,Right-hand bat,"May 9, 1959, Colombo",Right-arm medium-fast,
691,13992,Schofield Haigh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,113.0,Right-hand bat,"March 19, 1871, Berry Brow, Huddersfield, Yorkshire",Right-arm fast-medium,
4176,55954,Khaled Mashud,0.0,7.0,71.0,126.0,1818.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,103.0,44.0,1409.0,Right-hand bat,"February 8, 1976, Rajshahi",0,Wicketkeeper batsman
2727,50247,Sanjeeva Ranatunga,0.0,2.0,70.0,13.0,253.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,118.0,9.0,531.0,Left-hand bat,"April 25, 1969, Colombo",Right-arm offbreak,
5444,922943,Shadab Khan,0.0,3.0,54.0,34.0,294.0,0.0,0.0,29.0,32.0,115.0,0.0,3.0,56.0,5.0,240.0,Right-hand bat,"October 4, 1998, Mianwali",Legbreak,Allrounder
4115,55666,John Nyumbu,0.0,0.0,18.0,19.0,46.0,0.0,0.0,6.0,2.0,7.0,0.0,0.0,14.0,3.0,38.0,Right-hand bat,"May 31, 1985, Bulawayo",Right-arm offbreak,Bowler
4174,55946,Mohammad Junaid Siddique,1.0,6.0,100.0,54.0,1196.0,0.0,1.0,71.0,7.0,159.0,1.0,7.0,106.0,19.0,969.0,Left-hand bat,"October 30, 1987, Rajshahi",Right-arm offbreak,Top-order batsman
3030,52941,O'Neil Gordon Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,168.0,26.0,1331.0,Right-hand bat,"May 5, 1933, Boys Town, Kingston, Jamaica",Right-arm offbreak,
4194,56029,Mohammad Mushfiqur Rahim,6.0,32.0,144.0,201.0,5392.0,0.0,4.0,72.0,77.0,1138.0,6.0,19.0,219.0,66.0,4006.0,Right-hand bat,"June 9, 1987, Bogra",0,Wicketkeeper batsman
2287,44147,Isaac Daniel Buys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,Right-hand bat,"February 4, 1895, Somerset East, Cape Colony",Left-arm fast-medium,
2259,44026,Aron Bacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,73.0,12.0,679.0,Right-hand bat,"May 24, 1942, Johannesburg, Transvaal",Legbreak,
197,5975,Robert John Inverarity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,6.0,174.0,Right-hand bat,"January 31, 1944, Subiaco, Perth, Western Australia",Slow left-arm orthodox,
616,11963,Frederick John Durston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,Right-hand bat,"July 11, 1893, Clophill, Bedfordshire",0,
5288,629063,Mehidy Hasan Miraz,0.0,1.0,51.0,25.0,291.0,0.0,0.0,19.0,13.0,94.0,0.0,2.0,68.0,19.0,554.0,Right-hand bat,"October 25, 1997, Khulna",Right-arm offbreak,Allrounder
2711,49854,Anhettige Suresh Asanka Perera,0.0,1.0,56.0,20.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,77.0,Right-hand bat,"February 16, 1978, Colombo",Right-arm fast-medium,
622,12486,Philippe-Henri Edmonds,0.0,0.0,20.0,29.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,51.0,875.0,Right-hand bat,"March 8, 1951, Lusaka, Northern Rhodesia",Slow left-arm orthodox,
943,19376,Wilfred Rhodes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,179.0,58.0,2325.0,Right-hand bat,"October 29, 1877, North Moor, Kirkheaton, Yorkshire",Slow left-arm orthodox,
1958,38747,Gordon Lindsay Weir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,74.0,11.0,416.0,Right-hand bat,"June 2, 1908, Auckland",Right-arm medium,
1843,37718,Barry Douglas Milburn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,Right-hand bat,"November 24, 1943, Maori Hill, Dunedin, Otago",0,
4648,317273,Umar Akmal,2.0,20.0,102.0,121.0,3194.0,0.0,8.0,94.0,82.0,1690.0,1.0,6.0,129.0,16.0,1003.0,Right-hand bat,"May 26, 1990, Lahore, Punjab",0,Middle-order batsman
5206,550215,Kagiso Rabada,0.0,0.0,26.0,66.0,201.0,0.0,0.0,5.0,19.0,5.0,0.0,0.0,34.0,37.0,507.0,Left-hand bat,"May 25, 1995, Johannesburg",Right-arm fast,Bowler
1266,24891,Jacob-Jan Esmeijer,0.0,0.0,7.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"May 28, 1972, Rotterdam",Slow left-arm orthodox,
1932,38611,Keith Thomson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,2.0,94.0,Right-hand bat,"February 26, 1941, Methven, Canterbury",Right-arm bowler,
2874,51865,Shawn Eli Findlay,0.0,1.0,59.0,9.0,146.0,0.0,0.0,19.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,Left-hand bat,"March 3, 1984, Mandeville, Jamaica",Right-arm medium,Batsman
4516,290632,Sreenath Aravind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Left-hand bat,"April 8, 1984, Bangalore, Karnataka",Left-arm medium-fast,Bowler
5101,495964,Ryan Ponsonby Burl,0.0,0.0,30.0,13.0,139.0,0.0,0.0,30.0,4.0,57.0,0.0,0.0,16.0,1.0,16.0,Left-hand bat,"April 15, 1994, Marondera",Legbreak,Middle-order batsman
4687,327832,Mangaliso Mosehle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,7.0,105.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"April 24, 1990, Duduza",0,Wicketkeeper batsman
5027,459257,Tymal Solomon Mills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"August 12, 1992, Dewsbury, Yorkshire",Left-arm fast,Bowler
694,14020,Gavin Mark Hamilton,2.0,7.0,119.0,38.0,1231.0,0.0,0.0,32.0,12.0,90.0,0.0,0.0,0.0,1.0,0.0,Left-hand bat,"September 16, 1974, Broxburn, West Lothian, Scotland",Right-arm medium-fast,
2647,48844,Thudellage Charitha Buddhika Fernando,0.0,0.0,14.0,17.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9.0,132.0,Right-hand bat,"August 22, 1980, Panadura",Right-arm fast-medium,Allrounder
231,6258,Gilbert Roche Andrews Langley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,26.0,374.0,Right-hand bat,"September 14, 1919, North Adelaide, South Australia",0,
2113,41304,Moin-ul-Atiq,1.0,0.0,105.0,5.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"August 5, 1964, Karachi, Sind",Legbreak,
4602,307653,Shabir Ahmed Noori,0.0,1.0,94.0,10.0,191.0,0.0,0.0,15.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"February 22, 1992, Afghanistan",Right-arm offbreak,Middle-order batsman
4391,245288,Marthinus Jacobus Fourie,0.0,0.0,19.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"July 23, 1979, Cape Town, Cape Province, South Africa",Right-arm medium-fast,Bowler
2967,52442,Junior Randalph Murray,0.0,5.0,86.0,55.0,678.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,101.0,33.0,918.0,Right-hand bat,"January 20, 1968, St Georges, Grenada",0,
586,10862,Kenneth Cranston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,8.0,209.0,Right-hand bat,"October 20, 1917, Aigburth, Liverpool, Lancashire",Right-arm medium,
2344,44954,Clive Edward Eksteen,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,91.0,Right-hand bat,"December 2, 1966, Johannesburg, Transvaal",Slow left-arm orthodox,
2088,41246,Liaqat Ali Khan,0.0,0.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,28.0,Right-hand bat,"May 21, 1955, Karachi, Sind",Left-arm medium-fast,
3021,52929,John Neil Shepherd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,77.0,Right-hand bat,"November 9, 1943, Belleplaine, St Andrew, Barbados",Right-arm medium,
2726,50246,Nishantha Ranatunga,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"January 22, 1966, Gampaha",Right-arm medium-fast,
2653,49003,Roshan Punyajith Wijesinghe Guneratne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Right-hand bat,"January 26, 1962, Colombo",Legbreak,
464,8520,Mark Wayne Alleyne,0.0,1.0,53.0,10.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"May 23, 1968, Tottenham, Middlesex",Right-arm medium,
215,6060,Philip Anthony Jaques,0.0,1.0,94.0,6.0,125.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,150.0,11.0,902.0,Left-hand bat,"May 3, 1979, Wollongong, New South Wales",Left-arm medium,Opening batsman
2312,44481,Robert James Crisp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,9.0,123.0,Right-hand bat,"May 28, 1911, Calcutta (now Kolkata), Bengal, India",Right-arm fast,
3063,53223,Anthony Wilbur White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,2.0,71.0,Right-hand bat,"November 20, 1938, Brighton, St Michael, Barbados","Right-arm medium, Right-arm offbreak",Allrounder
1692,36194,Brent John Arnel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,45.0,Right-hand bat,"January 3, 1979, Te Awamutu, Waikato",Right-arm medium-fast,Bowler
1652,35263,Virender Sehwag,15.0,38.0,219.0,251.0,8273.0,0.0,2.0,68.0,19.0,394.0,23.0,32.0,319.0,104.0,8586.0,Right-hand bat,"October 20, 1978, Delhi",Right-arm offbreak,Top-order batsman
1864,38009,Christopher John Nevin,0.0,4.0,74.0,37.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"August 3, 1975, Dunedin, Otago",0,
1238,24708,Maurice Omondi Odumbe,0.0,11.0,83.0,61.0,1409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"June 15, 1969, Nairobi",Right-arm offbreak,
1424,28067,Pankaj Dharmani,0.0,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"September 27, 1974, Delhi",0,
4699,332978,John Boge Reva,0.0,0.0,36.0,9.0,62.0,0.0,0.0,7.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"September 23, 1990, Port Moresby",Right-arm medium,Bowler
1087,22288,John Henry Wardle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.0,28.0,653.0,Left-hand bat,"January 8, 1923, Ardsley, Yorkshire","Slow left-arm orthodox, Slow left-arm chinaman",
2170,42616,Saleem Altaf Bokhari,0.0,0.0,21.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,21.0,276.0,Right-hand bat,"April 19, 1944, Lahore, Punjab",Right-arm fast-medium,
1682,36084,Yuvraj Singh,14.0,52.0,150.0,304.0,8701.0,0.0,8.0,77.0,58.0,1177.0,3.0,11.0,169.0,40.0,1900.0,Left-hand bat,"December 12, 1981, Chandigarh",Slow left-arm orthodox,Middle-order batsman
1627,34057,Rudra Pratap Singh,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"January 6, 1965, Lucknow, Uttar Pradesh",Left-arm fast-medium,
2134,42047,Mohammad Nadeem Khan,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,34.0,Right-hand bat,"December 10, 1969, Rawalpindi, Punjab",Slow left-arm orthodox,
5506,974719,Muhammad Usman,0.0,2.0,80.0,24.0,542.0,0.0,1.0,58.0,22.0,414.0,0.0,0.0,0.0,0.0,0.0,Left-hand bat,"October 13, 1985, Lahore",0,Middle-order batsman
3075,53241,Everton de Courcy Weekes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,207.0,48.0,4455.0,Right-hand bat,"February 26, 1925, Pickwick Gap, Westbury, St Michael, Barbados",Legbreak,
967,20102,John Selby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,6.0,256.0,Right-hand bat,"July 1, 1849, Nottingham",Right-arm medium,
2679,49359,Sanath Mohan Silva Kaluperuma,0.0,0.0,7.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,88.0,Right-hand bat,"October 22, 1961, Colombo",Right-arm offbreak,
513,9121,Richard John Blakey,0.0,0.0,25.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,7.0,Right-hand bat,"January 15, 1967, Huddersfield, Yorkshire",0,
1998,39007,Ashfaq Ahmed,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Right-hand bat,"June 6, 1973, Lahore, Punjab",Right-arm fast-medium,
2206,43121,Shaiman Anwar Butt,1.0,10.0,106.0,37.0,1118.0,1.0,6.0,117.0,32.0,971.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"March 15, 1979, Sialkot, Punjab",Legbreak googly,Top-order batsman
2524,47173,Arthur William Seccull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,23.0,Right-hand bat,"September 14, 1868, King William's Town, Cape Colony",Right-arm medium,
2627,48453,Deva Lokesh Stanley de Silva,0.0,0.0,10.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"November 17, 1956, Ambalangoda",Right-arm fast-medium,
1806,37257,Llorne Gregory Howell,0.0,4.0,68.0,12.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-hand bat,"July 8, 1972, Napier, Hawke's Bay",Right-arm medium,
