id,_id,full_name,bat_odis_100,bat_odis_50,bat_odis_hs,bat_odis_mat,bat_odis_runs,bat_t20is_100,bat_t20is_50,bat_t20is_hs,bat_t20is_mat,bat_t20is_runs,bat_tests_100,bat_tests_50,bat_tests_hs,bat_tests_mat,bat_tests_runs,batting_style,born,bowling_style,playing_role
2527,5413,Steve Rhodes,0.0,1.0,56.0,9.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,11.0,294.0,Right Handed Bat,"Jun 17, 1964|Dirk Hill, Bradford, Yorkshire",0,--
922,3382,Tony Reid,0.0,0.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Apr 09, 1962|Barbados, West Indies",Right-arm medium,--
1596,4381,Alfred Richards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,Right Handed Bat,"Dec 14, 1867|Grahamstown, Cape Colony",0,--
3813,9532,Ben Cooper ,0.0,1.0,74.0,6.0,116.0,0.0,3.0,66.0,31.0,525.0,0.0,0.0,0.0,0.0,0.0,Left Handed Bat,"Feb 10, 1992|Lismore, New South Wales",Right-arm medium,Bowling Allrounder
3933,10407,Nauman Anwar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Oct 12, 1995|Gujranwala, Punjab",Left-arm fast-medium,Batting Allrounder
3456,7668,JJ Smuts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,8.0,126.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Sep 21, 1988|Grahamstown, Cape Province",Left-arm orthodox,Batting Allrounder
2937,5851,George Giffen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,161.0,31.0,1238.0,Right Handed Bat,"Mar 27, 1859|Norwood, Adelaide, South Australia",Right-arm medium,--
627,1631,Forster Mutizwa,0.0,4.0,79.0,17.0,403.0,0.0,0.0,22.0,3.0,38.0,0.0,0.0,18.0,1.0,24.0,Right Handed Bat,"Aug 24, 1985|Harare",Right-arm offbreak,Bowler
3700,8422,Dasun Shanaka,0.0,2.0,66.0,19.0,327.0,0.0,1.0,54.0,27.0,336.0,0.0,0.0,17.0,3.0,29.0,Right Handed Bat,"Sep 09, 1991|Negombo",Right-arm medium,Batting Allrounder
447,791,Elijah Otieno,0.0,0.0,11.0,27.0,57.0,0.0,0.0,5.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Jan 03, 1988|Nairobi, Kenya",Right-arm fast-medium,Bowler
208,407,Shaun Tait,0.0,0.0,11.0,35.0,25.0,0.0,0.0,6.0,21.0,11.0,0.0,0.0,8.0,3.0,20.0,Right Handed Bat,"Feb 22, 1983|Bedford Park, Adelaide, South Australia",Right-arm fast,Bowler
582,1442,Ryan Harris,0.0,0.0,21.0,21.0,48.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,74.0,27.0,603.0,Right Handed Bat,"Oct 11, 1979|Nowra, New South Wales",Right-arm fast,Bowler
1625,4410,Tom Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,5.0,90.0,Right Handed Bat,"Feb 09, 1882|Edinburgh, Midlothian, Scotland",0,--
2323,5209,Donald Carr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0,2.0,135.0,Right Handed Bat,"Dec 28, 1926|Wiesbaden, Germany",Left-arm orthodox,--
3846,9785,Fabian Allen,0.0,0.0,10.0,4.0,25.0,0.0,0.0,27.0,9.0,51.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"May 07, 1995|Kingston, Jamaica",Left-arm orthodox,Batting Allrounder
1214,3773,Kashif Raza,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Dec 26, 1979|Sheikhupura, Punjab",Right-arm medium,--
1162,3703,Saeed Anwar,20.0,43.0,194.0,247.0,8824.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,188.0,55.0,4052.0,Left Handed Bat,"Sep 06, 1968|Karachi, Sind",Left-arm orthodox,--
2458,5344,Eddie Hemmings,0.0,0.0,8.0,33.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0,16.0,383.0,Right Handed Bat,"Feb 20, 1949|Leamington Spa, Warwickshire",Right-arm offbreak,--
2124,5010,Frank Woolley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,154.0,64.0,3283.0,Left Handed Bat,"May 27, 1887|Tonbridge, Kent",0,--
4110,13129,Damien Ravu,0.0,0.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"May 03, 1994|Lae, Morobe",Right-arm fast-medium,Bowler
1092,3611,Dinusha Fernando,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,2.0,56.0,Right Handed Bat,"Aug 10, 1979|Panadura",Right-arm fast-medium,--
2280,5166,Jack Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,26.0,Right Handed Bat,"Feb 16, 1917|Catford, London",Right-arm fast,--
1400,4045,Willie Watson,0.0,0.0,21.0,61.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,60.0,Right Handed Bat,"Aug 31, 1965|Auckland",Right-arm fast-medium,--
3453,7657,Michael Klinger,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,3.0,143.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Jul 04, 1980|Kew, Melbourne, Victoria",0,Batsman
1925,4715,Tim Zoehrer,0.0,1.0,50.0,22.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,10.0,246.0,Right Handed Bat,"Sep 25, 1961|Armadale, Perth, Western Australia",Right-arm legbreak,--
7,32,Shabbir Ahmed,0.0,0.0,2.0,32.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,10.0,88.0,Right Handed Bat,"Apr 21, 1976|Khanewal, Punjab",Right-arm fast-medium,Captain
291,545,Friday Kasteni,0.0,0.0,9.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Handed Bat,"Mar 25, 1988|Kadoma",0,Batsman
704,1849,Abhimanyu Mithun,0.0,0.0,24.0,5.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,120.0,Right Handed Bat,"Oct 25, 1989|Bangalore",Right-arm medium,Bowler
1966,4852,Tom Emmett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,7.0,160.0,Left Handed Bat,"Sep 03, 1841|Halifax, Yorkshire",0,--
1007,3503,Anura Tennekoon,0.0,1.0,59.0,4.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Oct 29, 1946|Anuradhapura",Left-arm orthodox,--
3796,9428,Shreyas Iyer,0.0,2.0,88.0,6.0,210.0,0.0,0.0,30.0,6.0,83.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Dec 06, 1994|Mumbai",Right-arm legbreak,Batsman
2500,5386,Devon Malcolm,0.0,0.0,4.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,40.0,236.0,Right Handed Bat,"Feb 22, 1963|Kingston, Jamaica",Right-arm fast,--
1649,4434,Len Tuckett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Right Handed Bat,"Apr 19, 1885|Durban, Natal",Right-arm fast-medium,--
1841,4631,Ian Redpath,0.0,0.0,24.0,5.0,46.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,171.0,66.0,4737.0,Right Handed Bat,"May 11, 1941|Geelong, Victoria",Right-arm medium,--
3848,9796,Priyamal Perera,0.0,0.0,33.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"May 02, 1995|Ragama",Right-arm offbreak,Batting Allrounder
1502,4189,Roger Harper,0.0,0.0,45.0,105.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,74.0,25.0,535.0,Right Handed Bat,"Mar 17, 1963|Georgetown, Demerara, British Guiana",Right-arm offbreak,--
3247,6167,Clifford McWatt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,6.0,202.0,Left Handed Bat,"Feb 01, 1922|Georgetown, Demerara, British Guiana",0,--
1679,4464,George Finlay-Bissett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,38.0,Right Handed Bat,"Nov 05, 1905|Kimberley, Cape Province",Right-arm fast,--
1948,4743,Stuart Law,1.0,7.0,110.0,54.0,1237.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,1.0,54.0,Right Handed Bat,"Oct 18, 1968|Herston, Brisbane, Queensland",0,--
1018,3514,Ashantha de Mel,0.0,0.0,36.0,57.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,17.0,326.0,Right Handed Bat,"May 09, 1959|Colombo",Right-arm fast-medium,--
2074,4960,Schofield Haigh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,113.0,Right Handed Bat,"Mar 19, 1871|Berry Brow, Huddersfield, Yorkshire",Right-arm fast-medium,--
63,122,Khaled Mashud,0.0,7.0,71.0,126.0,1818.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,103.0,44.0,1409.0,Right Handed Bat,"Feb 08, 1976|Rajshahi",0,WK-Batsman
1074,3575,Sanjeeva Ranatunga,0.0,2.0,70.0,13.0,253.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,118.0,9.0,531.0,Left Handed Bat,"Apr 25, 1969|Colombo",Right-arm offbreak,--
4027,11186,Shadab Khan,0.0,3.0,54.0,34.0,294.0,0.0,0.0,29.0,32.0,115.0,0.0,3.0,56.0,5.0,240.0,Right Handed Bat,"Oct 04, 1998|Mianwali",Right-arm legbreak,Bowling Allrounder
3889,10074,John Nyumbu,0.0,0.0,18.0,19.0,46.0,0.0,0.0,6.0,2.0,7.0,0.0,0.0,14.0,3.0,38.0,Right Handed Bat,"May 31, 1985|Bulawayo",Right-arm offbreak,Bowling Allrounder
444,784,Junaid Siddique,1.0,6.0,100.0,55.0,1201.0,0.0,1.0,71.0,7.0,160.0,1.0,7.0,106.0,19.0,969.0,Left Handed Bat,"Oct 30, 1987|Rajshahi",Right-arm offbreak,Batsman
3249,6169,Collie Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,168.0,26.0,1331.0,Right Handed Bat,"May 05, 1933|Boys Town, Kingston, Jamaica",Right-arm offbreak,--
199,394,Mushfiqur Rahim,6.0,32.0,144.0,201.0,5392.0,0.0,4.0,72.0,77.0,1138.0,6.0,19.0,219.0,66.0,4006.0,Right Handed Bat,"Jun 09, 1987|Bogra",0,WK-Batsman
1662,4447,Izak Buys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,Right Handed Bat,"Feb 04, 1895|Somerset East, Cape Colony",Left-arm fast-medium,--
1785,4570,Ali Bacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,73.0,12.0,679.0,Right Handed Bat,"May 24, 1942|Johannesburg, Transvaal",Right-arm legbreak,--
3143,6057,John Inverarity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,6.0,174.0,Right Handed Bat,"Jan 31, 1944|Subiaco, Perth, Western Australia",Left-arm orthodox,--
2157,5043,Jack Durston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,Right Handed Bat,"Jul 11, 1893|Clophill, Bedfordshire",0,--
4020,11081,Mehidy Hasan,0.0,1.0,51.0,25.0,291.0,0.0,0.0,19.0,13.0,94.0,0.0,2.0,68.0,19.0,554.0,Right Handed Bat,"Oct 25, 1997|Khulna",Right-arm offbreak,Bowling Allrounder
1084,3589,Suresh Perera,0.0,1.0,56.0,20.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,77.0,Right Handed Bat,"Feb 16, 1978|Colombo",Right-arm fast-medium,--
2425,5311,Phil Edmonds,0.0,0.0,20.0,29.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,51.0,875.0,Right Handed Bat,"Mar 08, 1951|Lusaka, Northern Rhodesia",Left-arm orthodox,--
2081,4967,Wilfred Rhodes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,179.0,58.0,2325.0,Right Handed Bat,"Oct 29, 1877|North Moor, Kirkheaton, Yorkshire",Left-arm orthodox,--
2743,5652,Lindsay Weir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,74.0,11.0,416.0,Right Handed Bat,"Jun 02, 1908|Auckland",Right-arm medium,--
2839,5748,Barry Milburn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,Right Handed Bat,"Nov 24, 1943|Maori Hill, Dunedin, Otago",0,--
731,1992,Umar Akmal,2.0,20.0,102.0,121.0,3194.0,0.0,8.0,94.0,82.0,1690.0,1.0,6.0,129.0,16.0,1003.0,Right Handed Bat,"May 26, 1990|Lahore, Punjab",0,Batsman
3825,9585,Kagiso Rabada,0.0,0.0,26.0,66.0,201.0,0.0,0.0,5.0,19.0,5.0,0.0,0.0,34.0,37.0,507.0,Left Handed Bat,"May 25, 1995|Johannesburg",Right-arm fast,Bowler
906,3307,Jacob-Jan Esmeijer,0.0,0.0,7.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"May 28, 1972|Rotterdam",Left-arm orthodox,--
2838,5747,Keith Thomson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,2.0,94.0,Right Handed Bat,"Feb 26, 1941|Methven, Canterbury",0,--
550,1405,Shawn Findlay,0.0,1.0,59.0,9.0,146.0,0.0,0.0,19.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,Left Handed Bat,"Mar 03, 1984|Mandeville, Jamaica",Right-arm medium,Bowler
705,1850,Sreenath Aravind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Handed Bat,"Apr 08, 1984|Bangalore, Karnataka",Left-arm fast-medium,Bowler
3707,8454,Ryan Burl,0.0,0.0,30.0,13.0,139.0,0.0,0.0,30.0,4.0,57.0,0.0,0.0,16.0,1.0,16.0,Left Handed Bat,"Apr 15, 1994|Marondera",Right-arm legbreak,Batting Allrounder
3745,8587,Mangaliso Mosehle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,7.0,105.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Apr 24, 1990|Duduza",0,WK-Batsman
3523,7860,Tymal Mills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Aug 12, 1992|Dewsbury, Yorkshire",Left-arm fast,Bowler
369,645,Gavin Hamilton,2.0,7.0,119.0,38.0,1231.0,0.0,0.0,32.0,12.0,90.0,0.0,0.0,0.0,1.0,0.0,Left Handed Bat,"Sep 16, 1974|Broxburn, West Lothian, Scotland",Right-arm fast-medium,--
1088,3602,Charitha Buddhika,0.0,0.0,14.0,17.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9.0,132.0,Right Handed Bat,"Aug 22, 1980|Panadura",Right-arm fast-medium,Bowling Allrounder
3096,6010,Gil Langley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,26.0,374.0,Right Handed Bat,"Sep 14, 1919|North Adelaide, South Australia",0,--
1160,3701,Moin-ul-Atiq,1.0,0.0,105.0,5.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Aug 05, 1964|Karachi, Sind",Right-arm legbreak,--
3348,6330,Shabir Noori,0.0,1.0,94.0,10.0,191.0,0.0,0.0,15.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Feb 23, 1992|--",Right-arm offbreak,Batsman
431,736,Thinus Fourie,0.0,0.0,19.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Jul 23, 1979|Cape Town, Cape Province, South Africa",Right-arm fast-medium,Batsman
1522,4210,Junior Murray,0.0,5.0,86.0,55.0,678.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,101.0,33.0,918.0,Right Handed Bat,"Jan 20, 1968|St Georges, Grenada",0,--
2282,5168,Ken Cranston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,8.0,209.0,Right Handed Bat,"Oct 20, 1917|Aigburth, Liverpool, Lancashire",Right-arm medium,--
1813,4598,Clive Eksteen,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,91.0,Right Handed Bat,"Dec 02, 1966|Johannesburg, Transvaal",Left-arm orthodox,--
1113,3654,Liaqat Ali,0.0,0.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,28.0,Right Handed Bat,"May 21, 1955|Karachi, Sind",Left-arm fast-medium,--
3288,6208,John Shepherd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,77.0,Right Handed Bat,"Nov 09, 1943|Belleplaine, St Andrew, Barbados",Right-arm medium,--
1065,3563,Nishantha Ranatunga,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Jan 22, 1966|Gampaha",Right-arm fast-medium,--
2722,5628,Roshan Guneratne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Right Handed Bat,"Jan 26, 1962|Colombo",Right-arm legbreak,--
2576,5470,Mark Alleyne,0.0,1.0,53.0,10.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"May 23, 1968|Tottenham, Middlesex",Right-arm medium,--
247,498,Phil Jaques,0.0,1.0,94.0,6.0,125.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,150.0,11.0,902.0,Left Handed Bat,"May 03, 1979|Wollongong, New South Wales",Left-arm medium,Batsman
1698,4483,Bob Crisp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,9.0,123.0,Right Handed Bat,"May 28, 1911|Calcutta (now Kolkata), Bengal, India",Right-arm fast,--
3282,6202,Tony White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,2.0,71.0,Right Handed Bat,"Nov 20, 1938|Brighton, St Michael, Barbados",0,--
3329,6281,Brent Arnel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,45.0,Right Handed Bat,"Jan 03, 1979|Te Awamutu, Waikato",Right-arm fast-medium,Bowler
1,26,Virender Sehwag,15.0,38.0,219.0,251.0,8273.0,0.0,2.0,68.0,19.0,394.0,23.0,32.0,319.0,104.0,8586.0,Right Handed Bat,"Oct 20, 1978|Delhi",Right-arm offbreak,Batsman
1453,4105,Chris Nevin,0.0,4.0,74.0,37.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Aug 03, 1975|Dunedin, Otago",0,--
801,3092,Maurice Odumbe,0.0,11.0,83.0,61.0,1409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Jun 15, 1969|Nairobi",Right-arm offbreak,--
697,1820,Pankaj Dharmani,0.0,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Sep 27, 1974|Delhi",0,Batting Allrounder
3897,10114,John Reva,0.0,0.0,36.0,10.0,63.0,0.0,0.0,7.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Sep 23, 1990|Port Moresby",Right-arm medium,Bowling Allrounder
2294,5180,Johnny Wardle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.0,28.0,653.0,Left Handed Bat,"Jan 08, 1923|Ardsley, Yorkshire",0,--
1102,3643,Saleem Altaf,0.0,0.0,21.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,21.0,276.0,Right Handed Bat,"Apr 19, 1944|Lahore, Punjab",Right-arm fast-medium,--
29,69,Yuvraj Singh,14.0,52.0,150.0,304.0,8701.0,0.0,8.0,77.0,58.0,1177.0,3.0,11.0,169.0,40.0,1900.0,Left Handed Bat,"Dec 12, 1981|Chandigarh",Left-arm orthodox,Batsman
1277,3872,R.P.Singh,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Jan 06, 1965|Lucknow, Uttar Pradesh",Left-arm fast-medium,--
1181,3726,Nadeem Khan,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,34.0,Right Handed Bat,"Dec 10, 1969|Rawalpindi, Punjab",Left-arm orthodox,--
4101,12745,Muhammad Usman,0.0,2.0,80.0,19.0,370.0,0.0,1.0,58.0,5.0,104.0,0.0,0.0,0.0,0.0,0.0,Left Handed Bat,"Oct 13, 1985|Lahore",0,--
3224,6144,Sir Everton Weekes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,207.0,48.0,4455.0,Right Handed Bat,"Feb 26, 1925|Pickwick Gap, Westbury, St Michael, Barbados",Right-arm legbreak,--
1971,4857,John Selby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,6.0,256.0,Right Handed Bat,"Jul 01, 1849|Nottingham",Right-arm medium,--
1051,3547,Sanath Kaluperuma,0.0,0.0,7.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,88.0,Right Handed Bat,"Oct 22, 1961|Colombo",Right-arm offbreak,--
2519,5405,Richard Blakey,0.0,0.0,25.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,7.0,Right Handed Bat,"Jan 15, 1967|Huddersfield, Yorkshire",0,--
1184,3729,Ashfaq Ahmed,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Right Handed Bat,"Jun 06, 1973|Lahore, Punjab",Right-arm fast-medium,--
3860,9837,Shaiman Anwar,2.0,10.0,117.0,38.0,1235.0,0.0,6.0,62.0,31.0,854.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Mar 15, 1979|Sialkot, Punjab",Right-arm fast-medium,Batsman
1597,4382,Arthur Seccull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,23.0,Right Handed Bat,"Sep 14, 1868|King William's Town, Cape Colony",Right-arm medium,--
1012,3508,Stanley De Silva,0.0,0.0,10.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Nov 17, 1956|Ambalangoda",Right-arm fast-medium,--
1445,4095,Llorne Howell,0.0,4.0,68.0,12.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Handed Bat,"Jul 08, 1972|Napier, Hawke's Bay",Right-arm medium,--
